gene_id	GSM1275862_untreated	GSM1275862_dex	GSM1275863_dex	GSM1275870_dex	GSM1275871_dex
ENSG00000238461	16	10	14	9	17
ENSG00000113768	606	436	766	1248	802
ENSG00000110078	541	1166	453	896	1263
ENSG00000117804	6606	4115	1761	7505	3711
ENSG00000248993	157	240	215	162	233
ENSG00000184924	123	81	44	104	62
ENSG00000211488	221	215	259	170	290
ENSG00000150846	303	214	238	331	237
ENSG00000247061	38	95	73	110	57
ENSG00000171800	3	6	12	4	19
ENSG00000228882	19	9	26	31	10
ENSG00000220423	136	112	125	170	88
ENSG00000191838	50	70	60	61	74
ENSG00000113069	3143	4832	4706	2561	4044
ENSG00000199473	243	282	154	199	169
ENSG00000202276	114	99	76	77	78
ENSG00000105719	35	35	28	77	16
ENSG00000208081	432	483	322	711	541
ENSG00000140207	103	120	67	117	118
ENSG00000149890	973	717	739	1699	506
ENSG00000154586	184	154	217	330	133
ENSG00000180967	2229	1517	1441	1369	2587
ENSG00000161797	86	96	156	95	173
ENSG00000156645	1191	592	783	732	849
ENSG00000240716	2187	1616	1827	2023	2402
ENSG00000198553	104	34	59	128	59
ENSG00000189152	2750	2223	2638	3454	2436
ENSG00000249906	143	136	245	48	272
ENSG00000176101	10253	12333	17856	13422	13870
ENSG00000110546	2799	1900	2862	5074	3689
ENSG00000128872	917	992	1728	2231	1235
ENSG00000168245	2780	1092	1222	1222	1602
ENSG00000186658	3773	4803	4481	4177	3981
ENSG00000213037	105	67	69	113	133
ENSG00000114813	740	449	1476	677	982
ENSG00000230346	312	231	169	119	176
ENSG00000231555	270	347	547	614	338
ENSG00000197715	753	485	540	896	441
ENSG00000236189	3539	2535	1206	1855	1734
ENSG00000175733	47	73	46	49	51
ENSG00000232594	26	33	26	35	19
ENSG00000110695	16	15	6	8	8
ENSG00000186507	970	458	612	271	378
ENSG00000105449	56	53	56	123	103
ENSG00000179942	1067	630	648	611	615
ENSG00000123289	1452	2471	1718	991	1435
ENSG00000129005	1626	1225	1487	1952	2914
ENSG00000175220	5	1	3	5	4
ENSG00000222915	174	181	166	347	292
ENSG00000236575	163	202	256	168	231
ENSG00000108504	79	23	7	29	18
ENSG00000203337	6	14	3	5	10
ENSG00000173881	422	362	332	613	429
ENSG00000243740	13962	15193	11154	12538	25861
ENSG00000199688	30	16	4	13	9
ENSG00000220412	391	229	110	86	97
ENSG00000181057	304	382	292	676	571
ENSG00000218536	3	0	1	3	0
ENSG00000111943	5649	4611	5375	3126	3684
ENSG00000137720	19	24	33	14	40
ENSG00000161034	1060	2237	1831	2095	1066
ENSG00000231744	48581	47055	35922	66791	76111
ENSG00000188948	282	247	255	180	97
ENSG00000144911	12	22	20	18	34
ENSG00000189339	289	203	151	118	159
ENSG00000142101	85	37	92	48	55
ENSG00000180711	441	391	515	600	590
ENSG00000240304	29	20	27	22	17
ENSG00000218547	2311	1462	1657	1685	826
ENSG00000162878	55	17	29	33	34
ENSG00000233736	46662	41140	65199	36060	59677
ENSG00000179531	10	4	7	2	7
ENSG00000156601	1116	655	507	1044	678
ENSG00000136481	4	6	6	9	22
ENSG00000117236	1909	1258	1736	2276	1048
ENSG00000125418	88	152	71	133	79
ENSG00000151320	2	0	4	3	5
ENSG00000199030	15	20	27	18	27
ENSG00000239563	71	33	66	40	30
ENSG00000221906	6	15	22	1	5
ENSG00000198702	246	133	203	200	170
ENSG00000152789	8	7	8	10	24
ENSG00000229852	160	98	134	109	204
ENSG00000100291	414	440	404	290	295
ENSG00000218531	162	143	199	206	142
ENSG00000242107	107	93	80	40	78
ENSG00000197858	60	50	50	65	52
ENSG00000180892	465	543	529	585	314
ENSG00000100509	43	52	50	63	59
ENSG00000114393	214	119	137	84	94
ENSG00000144205	3	4	1	1	1
ENSG00000121073	21	8	22	14	13
ENSG00000186793	246	314	217	296	367
ENSG00000201029	86	121	99	94	69
ENSG00000154366	138	122	226	139	94
ENSG00000106999	158	161	250	162	176
ENSG00000139831	3806	2907	3369	2823	2074
ENSG00000108597	46	38	30	51	52
ENSG00000154265	2	2	5	5	6
ENSG00000216878	1082	1104	1713	1463	1986
ENSG00000147973	138	137	322	271	198
ENSG00000107489	26	12	20	36	31
ENSG00000124986	7	9	5	12	6
ENSG00000169903	1	2	3	4	2
ENSG00000215877	15	31	27	4	14
ENSG00000185240	142	124	185	113	138
ENSG00000140732	1298	1076	1430	1643	2006
ENSG00000211351	46	65	53	61	40
ENSG00000133552	89	96	111	68	108
ENSG00000207123	11	42	31	31	34
ENSG00000103833	15	5	13	8	12
ENSG00000220214	243	130	221	255	215
ENSG00000186319	292	232	170	265	209
ENSG00000168650	77	98	72	67	82
ENSG00000168040	1311	706	988	456	698
ENSG00000123028	7	3	8	9	9
ENSG00000103437	236	87	151	131	182
ENSG00000238601	68	67	52	58	71
ENSG00000190984	376	391	523	534	559
ENSG00000212458	45	16	11	31	17
ENSG00000171051	63	28	65	28	83
ENSG00000135516	50	54	43	54	48
ENSG00000107924	296	170	198	228	210
ENSG00000239881	78	48	41	43	66
ENSG00000142770	33	30	34	77	43
ENSG00000186893	20	19	10	16	11
ENSG00000182637	23	31	13	18	18
ENSG00000139603	298	303	176	166	434
ENSG00000124322	63	20	14	16	29
ENSG00000156885	1386	747	1735	553	353
ENSG00000145847	4082	4132	4741	3232	6918
ENSG00000240928	6704	2442	1635	2472	2114
ENSG00000148671	219	192	508	410	173
ENSG00000216245	219	319	351	270	342
ENSG00000204671	508	416	622	295	377
ENSG00000132054	167	149	166	92	132
ENSG00000229088	118	33	106	74	152
ENSG00000206321	84	102	94	126	78
ENSG00000135637	27	13	40	30	11
ENSG00000168344	56	46	58	40	36
ENSG00000160123	8472	2055	2827	2805	2658
ENSG00000102244	8	8	10	8	16
ENSG00000188452	6	6	9	9	13
ENSG00000228058	4	1	4	0	0
ENSG00000247105	755	293	324	836	174
ENSG00000128516	4188	3356	4020	5318	8094
ENSG00000225148	983	1385	836	1077	1284
ENSG00000165312	93	90	74	82	96
ENSG00000119019	594	427	908	550	1238
ENSG00000207155	349	122	218	332	101
ENSG00000169921	630	419	565	332	325
ENSG00000202526	11	31	22	15	25
ENSG00000107282	927	307	1221	640	962
ENSG00000238972	17	23	27	26	24
ENSG00000186669	162	351	272	213	152
ENSG00000130028	477	725	529	443	604
ENSG00000109590	618	753	864	606	1074
ENSG00000205665	11637	4312	5962	3448	7161
ENSG00000200078	2019	2236	2114	2888	1980
ENSG00000118108	109	130	110	177	129
ENSG00000243494	14744	17164	11732	11226	11813
ENSG00000119466	3	6	3	4	12
ENSG00000205063	62	26	28	27	45
ENSG00000166759	181	181	279	166	140
ENSG00000129274	326	408	397	797	401
ENSG00000179908	135	165	166	241	161
ENSG00000203904	103	113	213	96	94
ENSG00000135335	4568	4218	2924	3308	2412
ENSG00000174322	2	9	4	2	5
ENSG00000136652	72	58	43	74	65
ENSG00000226209	32	22	9	19	30
ENSG00000161417	76	134	114	170	169
ENSG00000150406	26	33	22	45	31
ENSG00000205052	224	443	330	313	214
ENSG00000153600	1787	924	1029	1081	1418
ENSG00000163778	3843	4073	5563	3957	4298
ENSG00000190003	0	1	3	3	2
ENSG00000101940	31	53	37	100	25
ENSG00000184521	1500	1279	1269	1402	2171
ENSG00000221919	154	114	288	201	174
ENSG00000227301	69	61	52	73	90
ENSG00000242244	181	68	105	130	105
ENSG00000194829	1093	801	566	593	1512
ENSG00000239734	86	75	105	100	141
ENSG00000143539	198	266	275	124	151
ENSG00000183473	82	61	79	135	75
ENSG00000108417	188	141	151	93	170
ENSG00000192267	387	229	210	168	377
ENSG00000115622	4425	10646	11478	10291	9343
ENSG00000125072	560	542	953	525	758
ENSG00000163286	202	145	269	275	251
ENSG00000232423	849	1658	1680	1698	1226
ENSG00000104612	2	4	8	9	13
ENSG00000101381	38	45	36	43	56
ENSG00000114666	310	160	167	290	211
ENSG00000203935	11	13	16	15	30
ENSG00000153741	138	70	152	106	197
ENSG00000236897	94	87	48	63	77
ENSG00000202546	176	71	60	77	97
ENSG00000230161	67	28	42	65	53
ENSG00000171268	260	209	207	112	86
ENSG00000192245	827	880	1179	642	1283
ENSG00000136404	98	45	56	76	96
ENSG00000222675	348	170	219	177	399
ENSG00000120625	194	350	320	352	441
ENSG00000198037	63	42	47	41	75
ENSG00000127374	112	120	57	86	86
ENSG00000229786	1117	1417	905	702	765
ENSG00000218453	7	12	12	12	7
ENSG00000166510	284	191	111	152	184
ENSG00000210845	247	165	109	258	139
ENSG00000242663	60	33	60	53	54
ENSG00000224400	1	0	2	4	5
ENSG00000135339	682	225	494	624	329
ENSG00000150297	15959	12190	26056	14774	8871
ENSG00000122747	65	84	73	73	104
ENSG00000188015	592	915	448	350	598
ENSG00000179222	208	219	395	179	183
ENSG00000171238	222	226	428	263	302
ENSG00000115759	66	38	106	88	92
ENSG00000208689	124	294	223	240	341
ENSG00000148983	23	35	31	23	17
ENSG00000198644	172	91	75	118	97
ENSG00000201449	163	107	152	249	58
ENSG00000197109	182	101	230	117	100
ENSG00000152283	50	26	39	19	35
ENSG00000104917	960	512	1435	555	793
ENSG00000232530	11	9	8	3	6
ENSG00000157209	2	4	6	14	6
ENSG00000154085	440	132	255	134	172
ENSG00000228400	5	11	7	7	6
ENSG00000243264	11693	11297	8008	4277	10753
ENSG00000239161	23	15	7	11	20
ENSG00000103764	70	55	53	70	56
ENSG00000220680	1696	1652	1885	1543	2608
ENSG00000198615	7	14	14	6	11
ENSG00000141858	2835	2489	5161	3390	5088
ENSG00000108463	2926	1561	1946	2660	2888
ENSG00000239631	1480	1058	1543	1415	944
ENSG00000188065	249	212	81	117	86
ENSG00000119886	2341	3583	2850	1645	3088
ENSG00000225131	123	162	92	115	150
ENSG00000177165	540	443	935	1531	1169
ENSG00000165647	14	15	22	23	28
ENSG00000233632	1339	965	1469	1004	693
ENSG00000213775	462	1141	1117	449	740
ENSG00000147012	1612	658	630	647	483
ENSG00000240826	1101	918	883	863	1472
ENSG00000155625	35	36	27	22	16
ENSG00000157316	986	817	1297	1839	822
ENSG00000211981	102	79	40	103	67
ENSG00000232596	148	209	258	182	225
ENSG00000121309	569	284	412	363	483
ENSG00000126167	40	48	63	97	38
ENSG00000208294	785	1094	987	955	536
ENSG00000203511	82	42	65	119	69
ENSG00000182947	552	260	830	640	515
ENSG00000187588	147	156	142	169	219
ENSG00000197933	36	24	15	68	14
ENSG00000147184	519	1353	761	1192	968
ENSG00000119407	253	147	110	162	177
ENSG00000118452	494	507	425	443	249
ENSG00000106768	45	84	70	42	64
ENSG00000151275	11	4	7	9	7
ENSG00000123613	562	703	688	1646	1136
ENSG00000171866	2	3	4	2	1
ENSG00000183369	13	21	26	65	55
ENSG00000159715	4	6	3	3	0
ENSG00000240475	414	342	229	248	468
ENSG00000167363	3	1	3	4	3
ENSG00000130175	468	752	595	617	569
ENSG00000159496	22243	19438	18822	16897	20093
ENSG00000134346	17	10	11	22	14
ENSG00000186765	1069	826	1045	636	1223
ENSG00000109904	18297	7014	6466	9519	4737
ENSG00000207446	23	12	12	3	8
ENSG00000248917	198	182	213	180	259
ENSG00000137232	58	18	28	17	70
ENSG00000102688	173	101	141	158	121
ENSG00000109005	70	98	98	144	56
ENSG00000138272	5237	9618	5839	5788	12648
ENSG00000130875	353	385	492	233	119
ENSG00000220105	27259	21327	32144	35357	45754
ENSG00000170901	12985	15870	17043	15088	11650
ENSG00000225508	820	1524	1715	1646	2048
ENSG00000120968	76	97	67	104	74
ENSG00000227984	67	74	50	58	55
ENSG00000110758	59	55	53	72	17
ENSG00000178944	749	685	558	455	1025
ENSG00000199997	249	137	337	105	286
ENSG00000227849	379	143	221	314	293
ENSG00000224115	383	394	366	356	441
ENSG00000229221	16457	10724	10669	7058	14590
ENSG00000227775	137	107	215	131	141
ENSG00000147816	93	91	235	149	49
ENSG00000229335	338	578	665	317	380
ENSG00000124455	437	410	403	356	369
ENSG00000246733	4897	2427	1277	1162	2481
ENSG00000145607	2842	2288	2823	4527	2647
ENSG00000149433	54	44	44	43	35
ENSG00000139177	331	669	672	583	549
ENSG00000171790	80	85	73	70	65
ENSG00000205501	482	500	489	727	619
ENSG00000231975	47	101	85	82	116
ENSG00000192081	31	13	25	21	37
ENSG00000193093	90	94	78	133	107
ENSG00000101474	372	446	311	194	430
ENSG00000214660	15	11	18	18	24
ENSG00000146340	358	191	561	283	500
ENSG00000101696	106	150	120	142	187
ENSG00000207311	65	71	134	43	93
ENSG00000104892	454	485	596	342	535
ENSG00000146989	582	792	485	635	887
ENSG00000160962	85	64	139	85	111
ENSG00000122925	0	1	2	0	0
ENSG00000172945	59	13	16	55	32
ENSG00000112944	2220	1359	1598	1713	1255
ENSG00000192170	11	13	9	7	5
ENSG00000100050	227	267	262	101	275
ENSG00000208777	0	4	6	3	1
ENSG00000157227	6987	11268	10358	8741	17433
ENSG00000234856	47	43	34	29	35
ENSG00000168370	392	654	970	896	289
ENSG00000189083	49	48	47	66	28
ENSG00000116635	427	124	364	171	167
ENSG00000210865	1564	2643	2081	1359	1768
ENSG00000161148	110	238	102	176	181
ENSG00000174892	12	23	21	33	10
ENSG00000185713	5229	2327	2204	2221	1337
ENSG00000222738	39	153	77	48	124
ENSG00000109194	3039	3568	4023	3379	2752
ENSG00000243278	24	31	17	51	19
ENSG00000141208	113	88	80	57	82
ENSG00000178986	458	688	504	585	1072
ENSG00000108464	781	517	1142	874	1124
ENSG00000157308	561	1006	941	779	592
ENSG00000153103	34	39	65	22	17
ENSG00000179547	396	196	614	275	373
ENSG00000147081	2	6	12	6	5
ENSG00000208533	494	966	975	428	514
ENSG00000224911	197	64	212	311	210
ENSG00000178547	2031	793	876	942	1368
ENSG00000184326	67	79	101	92	73
ENSG00000108671	103	79	84	123	195
ENSG00000222220	743	896	730	659	560
ENSG00000106452	11	17	10	10	8
ENSG00000117746	101	86	72	46	40
ENSG00000201949	1465	1110	1112	1418	928
ENSG00000224405	388	703	364	976	723
ENSG00000132308	43	96	52	74	95
ENSG00000136871	35	62	39	32	31
ENSG00000134021	20	8	10	22	12
ENSG00000162692	38	91	61	75	67
ENSG00000198200	2909	808	1134	788	666
ENSG00000163311	245	226	200	304	183
ENSG00000116808	22	22	22	21	14
ENSG00000243041	48	24	18	47	18
ENSG00000165213	683	288	603	799	783
ENSG00000218830	2	2	0	1	3
ENSG00000154853	5172	3458	3312	2532	3249
ENSG00000239080	1	0	2	1	0
ENSG00000101107	137	238	129	101	177
ENSG00000138172	38	41	39	32	32
ENSG00000128639	40	14	21	17	14
ENSG00000106896	63	26	32	50	37
ENSG00000179732	374	285	251	87	225
ENSG00000245356	57	92	47	96	145
ENSG00000104634	83	74	58	85	37
ENSG00000180392	9121	3629	2227	7327	3281
ENSG00000162312	435	347	201	184	405
ENSG00000213294	73	106	138	86	165
ENSG00000211428	10	7	4	5	9
ENSG00000153302	96	66	110	113	66
ENSG00000162530	156	90	85	112	164
ENSG00000196084	728	764	529	483	334
ENSG00000208485	110	52	167	252	159
ENSG00000197454	102	114	116	151	137
ENSG00000208093	41	68	37	114	46
ENSG00000189248	861	737	810	620	481
ENSG00000172937	3	3	4	6	5
ENSG00000213022	603	137	187	100	292
ENSG00000126877	3395	1739	1589	1641	1918
ENSG00000159608	3	1	0	1	2
ENSG00000193332	2804	1393	959	2351	2159
ENSG00000152546	359	501	488	338	493
ENSG00000238515	322	346	204	363	178
ENSG00000208961	37	13	17	25	19
ENSG00000140023	25	34	26	36	33
ENSG00000128613	17	17	11	34	34
ENSG00000239503	43478	37953	56220	65799	57385
ENSG00000228957	32	18	16	17	27
ENSG00000178808	17959	25735	15655	20969	21093
ENSG00000194658	140	57	84	88	54
ENSG00000143545	13	25	21	21	15
ENSG00000166200	842	461	197	617	611
ENSG00000120858	102	140	68	80	59
ENSG00000224701	24	18	31	25	23
ENSG00000206964	86	46	79	54	55
ENSG00000137164	446	545	595	788	646
ENSG00000210287	82	57	88	79	83
ENSG00000227231	30	30	86	54	39
ENSG00000239748	226	94	161	142	189
ENSG00000224703	641	456	244	381	248
ENSG00000240390	5	11	8	6	17
ENSG00000123140	1957	1209	1940	2496	1899
ENSG00000142230	21	15	15	12	16
ENSG00000226207	365	117	91	127	188
ENSG00000126244	667	1165	1016	1128	2156
ENSG00000119295	569	487	251	207	469
ENSG00000206012	95	127	65	106	52
ENSG00000119322	145	82	96	69	108
ENSG00000102996	132	170	219	103	88
ENSG00000102152	2015	1811	2173	609	2838
ENSG00000174164	122	187	174	140	264
ENSG00000142424	4813	1031	1900	1837	1114
ENSG00000151723	242	144	132	232	104
ENSG00000178975	18660	13119	13465	13479	11217
ENSG00000102443	246	187	351	298	353
ENSG00000191889	2592	2004	2451	2759	2665
ENSG00000224127	11	29	13	15	10
ENSG00000108495	160	165	155	194	149
ENSG00000102140	923	617	706	736	523
ENSG00000244178	4	7	6	4	5
ENSG00000218633	29	59	50	42	38
ENSG00000222771	24	28	25	27	28
ENSG00000220399	618	294	442	835	444
ENSG00000172792	28	24	20	32	27
ENSG00000225910	185	122	343	190	161
ENSG00000178469	201	82	111	83	172
ENSG00000196229	328	119	77	63	61
ENSG00000117702	7	2	1	4	2
ENSG00000131433	430	533	852	591	356
ENSG00000159384	6	2	3	4	0
ENSG00000114413	1900	1613	1583	1825	1368
ENSG00000135757	243	206	166	186	204
ENSG00000128873	21	44	22	20	34
ENSG00000209844	205	100	44	86	96
ENSG00000154842	6	6	6	4	8
ENSG00000100422	140	72	54	79	47
ENSG00000171230	178	148	149	168	135
ENSG00000178323	13503	5493	8414	16366	18758
ENSG00000192082	5	4	8	8	10
ENSG00000151371	86	125	72	116	142
ENSG00000163369	14	27	21	27	11
ENSG00000145568	377	513	744	528	428
ENSG00000130690	2706	2864	3528	1508	1871
ENSG00000161861	13	29	15	7	35
ENSG00000101515	193	323	286	277	151
ENSG00000202269	997	1332	1057	1934	1126
ENSG00000140917	84	52	65	72	71
ENSG00000189174	84	86	92	101	59
ENSG00000110069	54	83	58	50	75
ENSG00000145545	211	199	235	173	189
ENSG00000115879	278	235	278	137	213
ENSG00000229998	25	25	43	36	34
ENSG00000155167	106	90	50	56	76
ENSG00000247097	40	22	25	25	11
ENSG00000125383	175	280	235	250	240
ENSG00000117268	282	271	152	170	180
ENSG00000171283	1419	1961	1548	1377	921
ENSG00000198801	167	67	175	78	101
ENSG00000209954	52	102	60	80	67
ENSG00000124729	9	15	9	4	2
ENSG00000198953	503	460	1482	744	651
ENSG00000155630	200	339	99	156	204
ENSG00000187933	66	38	78	93	72
ENSG00000158166	383	282	492	323	302
ENSG00000177671	1642	1637	1214	1797	1982
ENSG00000100249	608	779	526	429	449
ENSG00000192248	416	304	261	595	293
ENSG00000220919	665	914	652	721	513
ENSG00000186337	19	24	14	32	23
ENSG00000147389	51	73	110	116	183
ENSG00000180878	298	458	235	385	342
ENSG00000167027	3	4	8	9	15
ENSG00000170085	142	54	143	106	90
ENSG00000229043	2389	808	2223	1087	2329
ENSG00000208042	10	11	18	11	18
ENSG00000130663	47	75	127	78	53
ENSG00000179521	82	136	92	103	107
ENSG00000132402	1014	700	1182	1016	1755
ENSG00000168470	9	13	4	22	24
ENSG00000241588	377	849	428	664	652
ENSG00000121536	2165	1962	2241	2757	3651
ENSG00000170062	192	291	190	210	277
ENSG00000204742	17	13	22	44	15
ENSG00000210557	4934	2274	4135	3597	3178
ENSG00000166950	696	470	923	357	481
ENSG00000151859	186	449	496	278	524
ENSG00000173385	1959	2795	2200	2264	3775
ENSG00000139735	633	312	295	396	242
ENSG00000120356	161	92	91	116	108
ENSG00000102935	7	8	7	8	13
ENSG00000154943	4420	6424	2985	3234	4461
ENSG00000201721	121	113	117	95	153
ENSG00000137351	91	70	137	123	66
ENSG00000185908	348	595	694	531	567
ENSG00000225596	1460	1059	545	1059	1048
ENSG00000139052	11	45	24	23	18
ENSG00000139911	87	200	130	169	77
ENSG00000125168	32	49	76	53	18
ENSG00000167104	25	16	18	31	24
ENSG00000157203	50	49	26	48	46
ENSG00000141513	31	86	44	50	44
ENSG00000135575	57	84	80	162	188
ENSG00000156357	17	10	7	7	6
ENSG00000173125	35	28	30	30	29
ENSG00000220084	1181	490	351	662	490
ENSG00000207147	14	10	7	13	11
ENSG00000170039	122	92	142	112	86
ENSG00000241680	13	7	13	1	16
ENSG00000168075	47	48	32	41	55
ENSG00000147298	191	87	98	149	196
ENSG00000197794	478	572	419	786	348
ENSG00000154382	293	708	393	1486	755
ENSG00000245936	17	22	21	14	31
ENSG00000237732	1857	1809	1749	1053	1362
ENSG00000216073	9	6	10	19	14
ENSG00000113355	975	1103	1427	1038	2477
ENSG00000194019	8	7	14	14	5
ENSG00000106069	13	20	33	23	13
ENSG00000191807	204	530	242	294	604
ENSG00000114626	50	86	44	53	120
ENSG00000163050	1576	757	658	579	1162
ENSG00000142893	383	342	238	327	157
ENSG00000201379	157	169	160	251	131
ENSG00000188734	1406	1118	1132	1944	1069
ENSG00000133304	83	127	87	106	60
ENSG00000191817	56	93	80	39	57
ENSG00000138180	239	215	169	350	382
ENSG00000222271	417	170	184	117	160
ENSG00000223370	411	221	305	185	358
ENSG00000130829	505	336	351	387	297
ENSG00000120916	1310	989	1204	833	1488
ENSG00000141481	64	48	38	60	47
ENSG00000121894	9	7	8	6	5
ENSG00000213791	201	248	240	196	223
ENSG00000185146	638	451	616	990	793
ENSG00000212651	175	236	226	397	196
ENSG00000242529	5	20	12	10	13
ENSG00000193792	1	4	3	3	3
ENSG00000238405	15	10	8	6	8
ENSG00000159847	970	238	332	435	345
ENSG00000212772	41	49	39	33	60
ENSG00000228480	1318	1579	1385	891	1678
ENSG00000137679	10738	7430	8825	7559	5228
ENSG00000219399	950	711	627	935	1010
ENSG00000193912	314	303	258	252	419
ENSG00000234438	231	343	136	156	215
ENSG00000201425	666	259	594	361	489
ENSG00000133629	6715	7519	4754	9348	6800
ENSG00000218406	114	95	91	123	91
ENSG00000191687	6	8	16	17	13
ENSG00000134190	531	360	441	562	296
ENSG00000207026	2814	3249	2049	1472	1921
ENSG00000150330	27	19	17	21	7
ENSG00000149615	16	7	13	8	15
ENSG00000221382	5	2	2	5	4
ENSG00000200174	194	170	69	89	120
ENSG00000205403	15	2	14	2	0
ENSG00000160495	1559	1726	3986	7166	2994
ENSG00000248930	6	22	21	14	15
ENSG00000108711	2627	2314	1104	1389	1880
ENSG00000161921	252	318	306	209	374
ENSG00000225741	0	1	2	2	5
ENSG00000116852	338	111	226	170	216
ENSG00000203536	3543	2962	5700	3557	3775
ENSG00000225754	928	766	511	742	807
ENSG00000158987	78	63	92	54	76
ENSG00000124788	143	182	85	146	67
ENSG00000173595	168	161	167	150	333
ENSG00000248284	176	142	135	136	268
ENSG00000179669	164	103	96	179	101
ENSG00000212107	38	27	41	34	15
ENSG00000155347	12	17	20	12	24
ENSG00000226910	0	8	4	3	5
ENSG00000126160	212	138	91	149	224
ENSG00000139791	115	88	111	95	110
ENSG00000195098	25	11	15	9	28
ENSG00000123867	2203	1253	2514	584	1498
ENSG00000168669	32	31	36	34	18
ENSG00000132279	7019	3027	1239	3094	1027
ENSG00000113541	86	26	87	80	94
ENSG00000154184	36	19	43	39	38
ENSG00000129254	447	192	491	382	377
ENSG00000227367	14	15	18	24	14
ENSG00000240247	1062	2052	3071	2864	1692
ENSG00000246274	4870	3224	3455	3344	2629
ENSG00000135798	117	129	115	94	126
ENSG00000202979	331	149	479	365	354
ENSG00000120111	14	17	30	18	29
ENSG00000209104	502	416	209	378	361
ENSG00000121554	1105	1668	1915	993	1742
ENSG00000165484	77	62	58	84	110
ENSG00000195212	261	404	327	488	365
ENSG00000180696	271	295	237	331	345
ENSG00000183545	115	43	134	142	54
ENSG00000205015	6797	4362	4837	5273	5751
ENSG00000197087	19788	18560	13020	12550	16693
ENSG00000218718	17	26	17	24	13
ENSG00000232134	632	659	618	747	400
ENSG00000183036	3	1	1	0	0
ENSG00000228122	155	172	175	181	122
ENSG00000148701	196	256	243	279	362
ENSG00000148284	86	79	63	77	35
ENSG00000161063	115	215	225	168	296
ENSG00000106610	284	407	372	281	264
ENSG00000135082	4094	1838	2339	3774	3028
ENSG00000105817	184	135	87	67	136
ENSG00000112200	43	10	42	30	26
ENSG00000201040	336	279	427	255	490
ENSG00000132527	8300	9923	11001	6505	8744
ENSG00000128874	110	49	80	47	65
ENSG00000138459	2570	2362	1766	2612	1124
ENSG00000114380	315	467	328	244	446
ENSG00000153822	9	13	11	15	14
ENSG00000143950	135	175	134	119	128
ENSG00000193117	51	54	61	54	87
ENSG00000121299	732	536	547	792	529
ENSG00000124951	4	6	13	6	8
ENSG00000177530	376	423	293	212	193
ENSG00000232722	141	141	214	137	159
ENSG00000145614	1	1	0	0	2
ENSG00000129945	116	185	116	117	124
ENSG00000208079	54	32	44	30	29
ENSG00000112651	2626	904	1654	1108	1045
ENSG00000219406	334	299	426	1135	650
ENSG00000232318	1071	643	1237	637	1205
ENSG00000240153	291	246	290	174	123
ENSG00000135188	32	24	11	28	18
ENSG00000191138	1153	1620	1286	1290	2481
ENSG00000147262	1735	678	571	543	650
ENSG00000161102	159	118	163	113	180
ENSG00000178484	307	182	229	193	181
ENSG00000106150	1762	1071	855	702	1674
ENSG00000209195	1118	596	628	695	1098
ENSG00000172829	250	169	126	94	83
ENSG00000209797	156	67	135	67	63
ENSG00000243556	1175	483	1069	927	1573
ENSG00000183421	195	162	133	130	258
ENSG00000120168	34	98	52	67	85
ENSG00000207299	181	243	273	106	253
ENSG00000126389	120	76	77	57	83
ENSG00000128429	316	343	323	458	288
ENSG00000157328	138	78	87	40	41
ENSG00000236753	113	165	195	255	146
ENSG00000101044	357	983	653	290	490
ENSG00000174370	66	69	69	118	109
ENSG00000212335	52	52	55	49	55
ENSG00000222726	220	262	200	272	427
ENSG00000229752	21	21	21	16	30
ENSG00000233573	108	105	122	80	68
ENSG00000149537	287	83	99	90	52
ENSG00000105469	324	248	389	227	171
ENSG00000231754	253	286	208	257	223
ENSG00000223264	126	177	50	62	104
ENSG00000194581	1949	2114	2036	1951	2765
ENSG00000168565	23	20	22	17	35
ENSG00000209019	95	117	128	90	95
ENSG00000151504	1873	4661	3553	3030	1921
ENSG00000143486	64	47	89	54	90
ENSG00000102246	95	75	81	92	207
ENSG00000232711	25	26	13	28	29
ENSG00000234551	289	282	315	135	374
ENSG00000219705	2588	2590	2767	3123	966
ENSG00000102898	121	144	92	139	133
ENSG00000238819	28	38	11	32	31
ENSG00000119647	73	176	122	99	176
ENSG00000236671	11	12	10	3	3
ENSG00000102445	35	45	50	33	34
ENSG00000221730	13535	18210	24099	17165	16989
ENSG00000237426	11	6	3	7	14
ENSG00000181938	20	5	9	15	7
ENSG00000117630	80	117	112	76	51
ENSG00000187676	15	23	21	26	10
ENSG00000116739	117	87	73	105	74
ENSG00000140350	7235	4832	5284	8588	15409
ENSG00000244333	1281	1016	796	1983	1037
ENSG00000244081	25	13	29	26	25
ENSG00000227708	2003	1515	1025	746	1197
ENSG00000221481	2024	651	1500	1620	1249
ENSG00000107984	1125	1219	2288	1227	1380
ENSG00000217474	74	72	94	40	61
ENSG00000141632	299	434	330	181	154
ENSG00000235808	55	64	68	31	57
ENSG00000177243	464	330	399	352	341
ENSG00000198871	334	218	310	181	235
ENSG00000167708	2020	1566	985	752	1159
ENSG00000225198	881	556	656	356	395
ENSG00000112097	203	99	99	68	66
ENSG00000214002	0	0	0	3	1
ENSG00000135506	392	321	429	224	363
ENSG00000167910	640	738	558	1331	683
ENSG00000164842	3882	1195	939	894	981
ENSG00000241113	62	153	161	146	204
ENSG00000149911	223	348	156	365	215
ENSG00000199145	128	104	170	149	190
ENSG00000113201	123	105	68	126	86
ENSG00000138215	4	3	8	4	4
ENSG00000113046	121	53	39	25	29
