gene_id	GSM2360001	GSM2360004	GSM2360005	GSM2360006
ENSMUSG00000112214	190	83	52	60
ENSMUSG00000105564	788	562	601	466
ENSMUSG00000212931	479	544	391	282
ENSMUSG00000152295	22	24	3	37
ENSMUSG00000195184	6	6	5	3
ENSMUSG00000133075	4	2	0	5
ENSMUSG00000169693	100	66	98	38
ENSMUSG00000106876	287	292	216	291
ENSMUSG00000178142	4	3	3	3
ENSMUSG00000104679	24	34	12	27
ENSMUSG00000121967	2761	2586	3400	2939
ENSMUSG00000143088	5	0	7	8
ENSMUSG00000126094	168	350	297	442
ENSMUSG00000201886	695	127	448	255
ENSMUSG00000160507	860	583	723	412
ENSMUSG00000168326	5	4	4	2
ENSMUSG00000208917	206	435	262	341
ENSMUSG00000105576	17	5	3	9
ENSMUSG00000191508	3097	2556	1099	1749
ENSMUSG00000130427	20	41	26	28
ENSMUSG00000161320	261	297	208	275
ENSMUSG00000153484	28	39	34	34
ENSMUSG00000172258	197	235	97	147
ENSMUSG00000216957	4	15	4	5
ENSMUSG00000212447	240	118	381	150
ENSMUSG00000175620	215	549	233	355
ENSMUSG00000206641	168	116	168	131
ENSMUSG00000147677	2949	4038	5129	1610
ENSMUSG00000208563	780	316	277	125
ENSMUSG00000143343	572	566	340	634
ENSMUSG00000172007	347	476	420	259
ENSMUSG00000142851	7230	11567	6889	6367
ENSMUSG00000177520	23	34	34	25
ENSMUSG00000165238	61	50	92	56
ENSMUSG00000132701	70	53	51	61
ENSMUSG00000109278	707	473	271	465
ENSMUSG00000185439	211	208	90	262
ENSMUSG00000110389	1177	250	804	357
ENSMUSG00000198866	240	155	222	77
ENSMUSG00000131651	39	45	37	29
ENSMUSG00000219429	246	99	139	143
ENSMUSG00000146082	417	509	140	435
ENSMUSG00000119119	0	0	2	2
ENSMUSG00000136531	2273	1081	1741	2341
ENSMUSG00000157782	48	41	50	24
ENSMUSG00000109425	45	18	36	96
ENSMUSG00000142764	250	150	258	208
ENSMUSG00000103371	70	34	41	68
ENSMUSG00000188063	22	5	9	8
ENSMUSG00000184482	63	87	99	85
ENSMUSG00000151449	2378	2238	681	2148
ENSMUSG00000154150	1285	955	1075	1074
ENSMUSG00000138505	1288	1292	1887	1588
ENSMUSG00000214467	40	41	53	49
ENSMUSG00000159167	113	90	73	88
ENSMUSG00000129268	1127	1801	1042	792
ENSMUSG00000201975	4802	4017	1991	3202
ENSMUSG00000192798	204	224	128	127
ENSMUSG00000128139	15	27	6	21
ENSMUSG00000119101	2	4	0	1
ENSMUSG00000112085	2592	2493	1333	3634
ENSMUSG00000192190	15	7	6	2
ENSMUSG00000110624	441	431	221	266
ENSMUSG00000171443	476	512	689	962
ENSMUSG00000179225	69708	28459	49546	43366
ENSMUSG00000178907	278	332	239	298
ENSMUSG00000188841	121	135	113	31
ENSMUSG00000141906	441	240	332	462
ENSMUSG00000144850	370	388	820	404
ENSMUSG00000110679	5183	2393	2159	2663
ENSMUSG00000138479	1539	906	687	548
ENSMUSG00000141402	24	46	19	30
ENSMUSG00000137930	2	2	0	2
ENSMUSG00000210878	302	339	149	227
ENSMUSG00000117881	56	43	77	67
ENSMUSG00000128260	2251	4455	1835	2683
ENSMUSG00000209330	10	9	13	10
ENSMUSG00000198401	196	215	140	146
ENSMUSG00000146779	32	25	22	43
ENSMUSG00000162778	15	29	14	22
ENSMUSG00000168612	4697	3769	2160	6530
ENSMUSG00000192355	173	267	203	257
ENSMUSG00000149308	178	66	143	97
ENSMUSG00000179035	949	1030	656	568
ENSMUSG00000202023	14	48	14	34
ENSMUSG00000204901	61	80	64	32
ENSMUSG00000136429	71	52	35	48
ENSMUSG00000213351	17018	5149	14431	10891
ENSMUSG00000200153	347	238	319	189
ENSMUSG00000190426	723	461	631	642
ENSMUSG00000192165	1599	1524	770	1417
ENSMUSG00000178393	116	132	149	56
ENSMUSG00000174889	95	125	77	73
ENSMUSG00000139994	1	8	1	5
ENSMUSG00000191926	385	337	270	484
ENSMUSG00000102916	347	326	380	408
ENSMUSG00000145759	44	47	38	104
ENSMUSG00000180932	2076	2552	1471	1481
ENSMUSG00000114878	5	3	9	3
ENSMUSG00000121018	343	495	311	462
ENSMUSG00000138601	11	10	6	7
ENSMUSG00000176580	20	23	17	10
ENSMUSG00000218955	190	92	57	89
ENSMUSG00000113519	4393	2572	1723	1747
ENSMUSG00000111164	7	18	16	14
ENSMUSG00000196221	32	30	25	11
ENSMUSG00000127438	14	10	10	15
ENSMUSG00000118514	8192	8852	13021	11963
ENSMUSG00000105603	309	311	658	490
ENSMUSG00000189368	632	336	426	398
ENSMUSG00000218131	11680	12494	7972	9187
ENSMUSG00000203899	372	375	199	256
ENSMUSG00000101150	2	2	5	1
ENSMUSG00000102480	45	48	55	53
ENSMUSG00000182957	13	16	9	13
ENSMUSG00000181187	12054	9378	8741	8256
ENSMUSG00000109592	11	5	9	7
ENSMUSG00000144948	246	273	229	288
ENSMUSG00000212277	62	109	47	57
ENSMUSG00000167724	66	67	117	60
ENSMUSG00000194529	105	275	110	164
ENSMUSG00000216939	93	60	122	89
ENSMUSG00000100296	22	19	38	41
ENSMUSG00000167939	10	11	9	11
ENSMUSG00000111422	53	61	44	47
ENSMUSG00000173521	17	10	16	16
ENSMUSG00000218829	28	38	17	12
ENSMUSG00000201254	207	123	222	185
ENSMUSG00000127274	96	88	87	179
ENSMUSG00000192219	394	495	592	488
ENSMUSG00000159973	111	112	93	103
ENSMUSG00000205083	10496	7936	8043	5349
ENSMUSG00000134927	17	38	20	10
ENSMUSG00000113428	5	16	10	21
ENSMUSG00000167755	776	1358	1174	1204
ENSMUSG00000195177	54	39	40	70
ENSMUSG00000162256	256	248	129	159
ENSMUSG00000178277	1968	1227	730	1482
ENSMUSG00000169287	149	206	138	93
ENSMUSG00000125797	46	101	58	76
ENSMUSG00000101981	1720	1285	976	844
ENSMUSG00000155761	330	309	255	478
ENSMUSG00000107159	48	47	49	38
ENSMUSG00000104067	11	14	7	5
ENSMUSG00000170085	113	68	42	73
ENSMUSG00000175723	6	3	11	5
ENSMUSG00000158425	19	38	30	30
ENSMUSG00000194341	13	19	23	13
ENSMUSG00000122697	295	118	268	478
ENSMUSG00000165502	608	928	1057	811
ENSMUSG00000210207	46	27	32	34
ENSMUSG00000130448	69	45	101	36
ENSMUSG00000113103	22	8	21	19
ENSMUSG00000218514	7	17	8	4
ENSMUSG00000104993	61	55	44	73
ENSMUSG00000120125	321	453	537	626
ENSMUSG00000195875	448	330	264	293
ENSMUSG00000145604	580	763	641	657
ENSMUSG00000152982	108	109	86	67
ENSMUSG00000143544	0	0	3	1
ENSMUSG00000186654	997	1442	875	1929
ENSMUSG00000204881	1129	2244	1811	1602
ENSMUSG00000192770	983	744	1008	824
ENSMUSG00000164216	1218	1328	1039	817
ENSMUSG00000219182	1495	1877	2014	1213
ENSMUSG00000110807	36774	37854	34764	40870
ENSMUSG00000108237	742	207	201	340
ENSMUSG00000129809	4929	6484	2098	3407
ENSMUSG00000208289	968	1008	797	867
ENSMUSG00000173907	546	588	826	593
ENSMUSG00000114225	133	59	77	72
ENSMUSG00000179958	60	111	87	60
ENSMUSG00000219890	19	17	9	21
ENSMUSG00000117371	745	306	642	592
ENSMUSG00000142466	134	69	121	74
ENSMUSG00000110010	12	12	16	27
ENSMUSG00000167122	33	21	45	33
ENSMUSG00000157804	14	27	12	10
ENSMUSG00000151173	4739	2333	5445	5260
ENSMUSG00000105815	113	80	74	166
ENSMUSG00000151539	218	239	280	232
ENSMUSG00000208620	16	7	12	14
ENSMUSG00000154939	13	12	24	18
ENSMUSG00000165208	1427	1163	815	893
ENSMUSG00000153912	96	112	87	68
ENSMUSG00000140089	343	281	148	358
ENSMUSG00000219723	7284	6423	7428	6970
ENSMUSG00000149045	12787	9736	15756	15714
ENSMUSG00000200138	506	976	782	1098
ENSMUSG00000174861	741	433	255	597
ENSMUSG00000176504	164	291	343	219
ENSMUSG00000149901	96	67	43	51
ENSMUSG00000106154	20675	7368	12764	13549
ENSMUSG00000187264	18	17	14	15
ENSMUSG00000124837	103	108	65	150
ENSMUSG00000177716	6	1	4	5
ENSMUSG00000159980	2	5	1	10
ENSMUSG00000104568	279	180	389	443
ENSMUSG00000125405	251	330	435	387
ENSMUSG00000177399	275	192	277	460
ENSMUSG00000203596	45	53	78	46
ENSMUSG00000147016	16	50	45	55
ENSMUSG00000147602	64	71	59	100
ENSMUSG00000118393	34	42	90	65
ENSMUSG00000116038	1367	1665	1271	1226
ENSMUSG00000131656	1677	2505	1684	4166
ENSMUSG00000176329	487	308	193	288
ENSMUSG00000215185	130	37	63	75
ENSMUSG00000165102	27	26	20	26
ENSMUSG00000173363	560	303	370	290
ENSMUSG00000175847	71	130	60	83
ENSMUSG00000193674	2	4	6	2
ENSMUSG00000193686	5309	3793	1745	2379
ENSMUSG00000184990	118	93	179	184
ENSMUSG00000117972	46	96	49	69
ENSMUSG00000189606	17	29	27	29
ENSMUSG00000172638	21	19	18	12
ENSMUSG00000139912	1195	659	1324	557
ENSMUSG00000153966	25	41	23	18
ENSMUSG00000158913	219	115	128	172
ENSMUSG00000116414	580	534	458	535
ENSMUSG00000145119	5296	8571	6490	5430
ENSMUSG00000150323	595	606	364	418
ENSMUSG00000165882	102	103	133	117
ENSMUSG00000143627	47	37	74	55
ENSMUSG00000158280	955	452	996	1341
ENSMUSG00000195665	926	1269	1995	1310
ENSMUSG00000197094	52	83	46	72
ENSMUSG00000154402	566	325	494	351
ENSMUSG00000129364	177	92	181	140
ENSMUSG00000172290	5	9	5	7
ENSMUSG00000100832	17	20	11	18
ENSMUSG00000120358	1035	724	420	650
ENSMUSG00000175385	3009	2408	2060	2322
ENSMUSG00000201236	472	915	540	519
ENSMUSG00000169706	83	108	41	87
ENSMUSG00000115600	32	43	29	29
ENSMUSG00000114625	447	593	632	398
ENSMUSG00000163953	370	295	363	348
ENSMUSG00000212648	9	4	9	7
ENSMUSG00000119448	521	559	820	510
ENSMUSG00000118558	22	44	54	39
ENSMUSG00000203045	813	572	1006	488
ENSMUSG00000154749	205	380	497	517
ENSMUSG00000112393	869	525	929	754
ENSMUSG00000101897	1461	833	732	1971
ENSMUSG00000212326	855	1217	515	609
ENSMUSG00000179677	16	12	14	18
ENSMUSG00000130587	35	12	13	10
ENSMUSG00000111180	1816	1219	1624	1479
ENSMUSG00000197144	601	240	597	453
ENSMUSG00000148117	13	12	9	5
ENSMUSG00000193530	4	1	2	0
ENSMUSG00000172094	1338	308	612	1357
ENSMUSG00000188132	11729	24933	12529	20378
ENSMUSG00000205853	829	1116	715	746
ENSMUSG00000142346	88	126	89	85
ENSMUSG00000129305	244	192	334	216
ENSMUSG00000146325	2	1	0	2
ENSMUSG00000146550	11	18	11	29
ENSMUSG00000119872	1539	1062	1367	2551
ENSMUSG00000103335	752	1137	755	1067
ENSMUSG00000200773	0	1	3	3
ENSMUSG00000184398	1909	1782	1597	2151
ENSMUSG00000122070	359	434	272	296
ENSMUSG00000112011	960	722	688	833
ENSMUSG00000139380	80	66	55	68
ENSMUSG00000111535	210	140	108	257
ENSMUSG00000166085	22	11	26	12
ENSMUSG00000177599	288	284	244	199
ENSMUSG00000213159	462	611	847	1726
ENSMUSG00000170215	16	25	25	15
ENSMUSG00000107356	386	187	267	443
ENSMUSG00000199449	71	69	41	65
ENSMUSG00000169233	1885	934	1046	1735
ENSMUSG00000104864	1357	1409	667	1117
ENSMUSG00000149856	2	1	1	3
ENSMUSG00000206120	375	297	491	448
ENSMUSG00000162627	2821	1020	1316	1069
ENSMUSG00000184650	35	37	42	31
ENSMUSG00000144574	65	56	92	129
ENSMUSG00000124762	126	152	70	105
ENSMUSG00000203572	13	17	5	16
ENSMUSG00000184294	130	106	116	54
ENSMUSG00000137625	7843	3405	3510	3144
ENSMUSG00000206240	218	312	284	700
ENSMUSG00000132591	3781	4388	5054	2285
ENSMUSG00000182265	1573	1009	850	1788
ENSMUSG00000111677	1967	1744	1276	968
ENSMUSG00000160987	179	233	74	261
ENSMUSG00000180460	498	1111	707	1193
ENSMUSG00000121919	9592	6938	10900	7430
ENSMUSG00000206878	5063	3174	2507	2027
ENSMUSG00000184565	294	251	345	397
ENSMUSG00000113656	27	21	30	86
ENSMUSG00000219360	20	16	17	29
ENSMUSG00000167525	165	350	304	290
ENSMUSG00000118252	764	365	369	332
ENSMUSG00000168920	6	5	4	4
ENSMUSG00000188390	165	340	177	159
ENSMUSG00000155628	245	268	401	263
ENSMUSG00000109120	237	262	178	339
ENSMUSG00000155686	81	38	31	59
ENSMUSG00000193298	21112	14462	24949	27277
ENSMUSG00000192845	565	929	712	915
ENSMUSG00000209679	10	7	2	8
ENSMUSG00000106504	32	21	45	35
ENSMUSG00000198466	715	968	786	621
ENSMUSG00000115874	402	388	601	572
ENSMUSG00000146052	179	151	185	273
ENSMUSG00000192211	123	206	117	205
ENSMUSG00000126752	182	113	52	75
ENSMUSG00000148589	60	72	90	83
ENSMUSG00000192247	31	25	13	32
ENSMUSG00000166374	242	278	641	480
ENSMUSG00000110380	1	1	0	1
ENSMUSG00000118616	38	34	25	42
ENSMUSG00000134500	4161	1701	2681	1172
ENSMUSG00000156389	14	14	21	29
ENSMUSG00000127814	7	11	22	6
ENSMUSG00000149999	8685	5067	6063	8731
ENSMUSG00000199285	1693	976	1623	568
ENSMUSG00000218054	80	79	98	135
ENSMUSG00000170019	27	44	51	78
ENSMUSG00000100650	79	149	55	153
ENSMUSG00000173702	78	58	54	72
ENSMUSG00000188856	39	111	58	67
ENSMUSG00000123915	37	14	27	35
ENSMUSG00000131806	256	439	282	313
ENSMUSG00000192081	44	41	66	40
ENSMUSG00000163872	9	5	4	5
ENSMUSG00000100880	6	21	5	10
ENSMUSG00000170125	321	227	143	137
ENSMUSG00000198958	14	20	15	25
ENSMUSG00000129845	0	1	0	2
ENSMUSG00000197019	2584	4318	4717	2017
ENSMUSG00000193178	758	374	239	366
ENSMUSG00000217670	64	37	40	28
ENSMUSG00000148094	28	54	40	39
ENSMUSG00000162276	258	532	443	718
ENSMUSG00000173326	4315	2096	1846	2072
ENSMUSG00000176375	50	37	43	57
ENSMUSG00000135945	406	310	178	359
ENSMUSG00000151040	20	25	30	21
ENSMUSG00000117209	350	328	184	229
ENSMUSG00000127707	10	15	12	14
ENSMUSG00000200121	2	0	4	0
ENSMUSG00000131766	183	167	237	191
ENSMUSG00000148523	257	133	59	50
ENSMUSG00000118363	616	785	327	525
ENSMUSG00000151715	29	40	26	52
ENSMUSG00000163772	5117	3043	1852	1783
ENSMUSG00000108223	147	220	130	131
ENSMUSG00000196984	1718	3667	3004	1760
ENSMUSG00000173232	70	45	89	48
ENSMUSG00000190677	2233	1555	3609	4327
ENSMUSG00000171683	161	86	60	110
ENSMUSG00000112673	175	271	202	225
ENSMUSG00000216847	679	909	588	730
ENSMUSG00000209534	4	1	1	4
ENSMUSG00000105568	14	9	20	11
ENSMUSG00000181752	7700	4015	7563	5685
ENSMUSG00000123129	11	7	4	3
ENSMUSG00000126663	37	68	21	39
ENSMUSG00000206959	619	600	434	645
ENSMUSG00000154616	3181	1669	2734	2880
ENSMUSG00000209773	30	34	53	74
ENSMUSG00000201869	179	173	115	165
ENSMUSG00000189479	28	10	11	19
ENSMUSG00000191154	100	89	37	39
ENSMUSG00000162043	822	1532	814	821
ENSMUSG00000202925	258	239	181	214
ENSMUSG00000139524	137	130	106	59
ENSMUSG00000207118	361	393	329	272
ENSMUSG00000140195	196	291	182	146
ENSMUSG00000200749	175	135	194	169
ENSMUSG00000140399	73	45	73	43
ENSMUSG00000216725	9	41	17	15
ENSMUSG00000165980	755	417	480	887
ENSMUSG00000196496	8	10	19	15
ENSMUSG00000175130	2673	1072	975	1263
ENSMUSG00000124703	13823	8331	20266	8867
ENSMUSG00000106039	2555	2317	3641	2392
ENSMUSG00000204531	19278	11641	20272	9168
ENSMUSG00000192012	10	14	11	21
ENSMUSG00000185023	203	339	255	234
ENSMUSG00000185969	13	31	16	37
ENSMUSG00000202990	25	15	38	21
ENSMUSG00000213240	2	3	4	5
ENSMUSG00000192555	13	13	9	15
ENSMUSG00000139973	720	614	885	705
ENSMUSG00000112510	764	246	519	689
ENSMUSG00000168910	1721	968	783	1823
ENSMUSG00000172796	1620	1318	823	876
ENSMUSG00000170991	715	649	280	581
ENSMUSG00000205404	25	17	26	33
ENSMUSG00000170973	54	188	211	84
ENSMUSG00000183899	1055	546	545	767
ENSMUSG00000127197	2541	1996	2111	1043
ENSMUSG00000191864	84	91	104	54
ENSMUSG00000217157	61	68	68	51
ENSMUSG00000183822	53	69	87	85
ENSMUSG00000156870	7776	1948	2093	3755
ENSMUSG00000186152	262	488	273	607
ENSMUSG00000121232	64	97	54	89
ENSMUSG00000112901	26	13	31	24
ENSMUSG00000206816	493	326	339	125
ENSMUSG00000218835	0	2	3	5
ENSMUSG00000155722	79	111	26	61
ENSMUSG00000103185	40	78	47	60
ENSMUSG00000131872	33	55	31	39
ENSMUSG00000151570	300	394	215	461
ENSMUSG00000200275	345	387	433	379
ENSMUSG00000147305	54524	67005	71067	70308
ENSMUSG00000132324	171	115	183	169
ENSMUSG00000168302	1331	720	928	583
ENSMUSG00000136218	26	36	23	14
ENSMUSG00000148197	3	7	3	4
ENSMUSG00000200060	1287	1971	1403	1507
ENSMUSG00000190849	6231	10847	7291	8625
ENSMUSG00000218507	18	27	9	25
ENSMUSG00000135711	157	76	128	151
ENSMUSG00000213193	751	1367	2275	2612
ENSMUSG00000219049	130	202	223	191
ENSMUSG00000149263	2	0	0	0
ENSMUSG00000209076	728	2365	1704	1576
ENSMUSG00000200029	105	89	92	109
ENSMUSG00000186807	409	570	554	685
ENSMUSG00000156225	39	17	40	12
ENSMUSG00000150093	603	1345	816	918
ENSMUSG00000196406	1017	735	1267	1629
ENSMUSG00000105793	24	19	30	28
ENSMUSG00000210788	365	383	412	367
ENSMUSG00000117430	153	31	48	47
ENSMUSG00000165737	87	69	47	97
ENSMUSG00000136274	54	25	16	11
ENSMUSG00000161484	77	102	82	41
ENSMUSG00000101886	71	32	69	29
ENSMUSG00000208051	1469	1983	1724	1227
ENSMUSG00000139975	57	75	54	126
ENSMUSG00000169389	14	15	16	22
ENSMUSG00000191227	2088	1945	3073	2577
ENSMUSG00000140001	1152	807	355	738
ENSMUSG00000101142	726	2180	1732	1224
ENSMUSG00000141351	535	99	131	168
ENSMUSG00000205032	434	422	1040	660
ENSMUSG00000116091	201	133	161	62
ENSMUSG00000209316	28	18	29	38
ENSMUSG00000155581	226	216	332	252
ENSMUSG00000105290	282	183	209	271
ENSMUSG00000152065	436	266	217	242
ENSMUSG00000112771	772	1191	1170	431
ENSMUSG00000106779	2	5	4	2
ENSMUSG00000180461	330	270	336	248
ENSMUSG00000192300	14	54	29	36
ENSMUSG00000199266	101	71	116	123
ENSMUSG00000100538	311	253	379	481
ENSMUSG00000107304	190	225	219	179
ENSMUSG00000125528	34	58	30	53
ENSMUSG00000213924	934	744	550	501
ENSMUSG00000178825	115	153	207	172
ENSMUSG00000189028	1373	1120	483	1107
ENSMUSG00000124403	1713	1964	1086	1902
ENSMUSG00000147953	58	95	83	58
ENSMUSG00000119524	29	4	18	17
ENSMUSG00000202750	147	209	135	308
ENSMUSG00000117128	410	678	975	993
ENSMUSG00000158359	436	297	284	369
ENSMUSG00000219062	5	12	17	9
ENSMUSG00000130384	7	2	7	12
ENSMUSG00000154171	31	27	31	27
ENSMUSG00000193425	12	25	31	13
ENSMUSG00000100319	453	765	639	704
ENSMUSG00000201936	276	207	147	108
ENSMUSG00000186629	2543	974	950	2233
ENSMUSG00000106540	180	125	141	102
ENSMUSG00000202432	2662	5113	6660	4637
ENSMUSG00000204061	129	144	116	231
ENSMUSG00000161661	614	444	699	705
ENSMUSG00000181070	82	72	126	30
ENSMUSG00000117656	567	438	607	393
ENSMUSG00000142550	1796	1839	1544	1360
ENSMUSG00000197845	629	735	776	958
ENSMUSG00000143635	2007	2446	2742	2263
ENSMUSG00000180552	156	59	46	28
ENSMUSG00000194104	818	542	435	434
ENSMUSG00000120051	3549	8187	6352	4209
ENSMUSG00000188722	283	164	210	202
ENSMUSG00000127131	168	95	108	69
ENSMUSG00000174417	87	115	138	107
ENSMUSG00000143464	74	59	93	53
ENSMUSG00000201737	170	220	223	271
ENSMUSG00000143348	2570	3644	3547	2373
ENSMUSG00000142549	417	467	430	758
ENSMUSG00000108427	180	241	159	222
ENSMUSG00000138172	25	22	44	38
ENSMUSG00000206994	37	20	19	20
ENSMUSG00000141318	24262	17733	18397	34849
ENSMUSG00000141278	91	66	64	91
ENSMUSG00000146560	241	158	261	502
ENSMUSG00000164499	43	61	42	51
ENSMUSG00000134565	438	207	212	193
ENSMUSG00000161488	162	107	62	31
ENSMUSG00000131667	217	209	194	169
ENSMUSG00000134289	3001	2263	4462	2451
ENSMUSG00000101591	53	17	48	33
ENSMUSG00000162231	582	659	695	387
ENSMUSG00000104718	195	120	95	112
ENSMUSG00000198289	981	872	596	387
ENSMUSG00000148245	52	47	22	34
ENSMUSG00000123143	526	490	613	454
ENSMUSG00000171476	63	26	22	6
ENSMUSG00000171757	1	0	7	10
ENSMUSG00000176838	23	5	6	12
ENSMUSG00000139917	56	21	23	10
ENSMUSG00000200462	23	21	17	14
ENSMUSG00000155919	139	53	77	63
ENSMUSG00000148854	674	1728	757	1500
ENSMUSG00000141718	12	23	18	27
ENSMUSG00000180232	183	327	557	387
ENSMUSG00000153152	276	174	259	229
ENSMUSG00000171294	27	19	15	31
ENSMUSG00000208588	26	37	14	46
ENSMUSG00000146562	681	250	356	342
ENSMUSG00000114018	386	213	442	562
ENSMUSG00000190889	95	98	61	84
ENSMUSG00000204621	80	149	112	105
ENSMUSG00000217636	150	114	119	116
ENSMUSG00000108265	7	13	8	8
ENSMUSG00000112427	369	136	219	204
ENSMUSG00000140741	418	205	261	350
ENSMUSG00000196265	5333	2862	5920	4683
ENSMUSG00000197748	13	8	11	3
ENSMUSG00000211771	20	29	30	15
ENSMUSG00000120660	150	105	134	123
ENSMUSG00000132690	58	44	86	13
ENSMUSG00000164369	73	119	48	50
ENSMUSG00000139748	159	156	267	125
ENSMUSG00000132652	116	83	100	75
ENSMUSG00000173580	210	115	96	100
ENSMUSG00000157229	248	477	258	302
ENSMUSG00000101761	7	7	6	3
ENSMUSG00000210651	564	716	503	362
ENSMUSG00000135312	4	0	0	0
ENSMUSG00000115763	10835	3875	5927	7489
ENSMUSG00000105326	925	604	1332	698
ENSMUSG00000106474	57	20	47	31
ENSMUSG00000116956	1960	646	1078	1044
ENSMUSG00000159123	122	56	41	107
ENSMUSG00000187775	393	547	346	302
ENSMUSG00000145795	981	606	1161	684
ENSMUSG00000153006	708	268	417	228
ENSMUSG00000101319	194	168	146	131
ENSMUSG00000166476	385	447	865	874
ENSMUSG00000204885	94	71	83	71
ENSMUSG00000142187	149	54	81	74
ENSMUSG00000214953	16	19	21	10
ENSMUSG00000186949	2	3	6	4
ENSMUSG00000175836	5790	2277	3425	4264
ENSMUSG00000110150	722	492	1137	764
ENSMUSG00000147184	10	11	17	10
ENSMUSG00000123082	230	399	209	440
ENSMUSG00000142008	537	119	325	174
ENSMUSG00000183437	5	0	2	3
ENSMUSG00000176979	34	53	14	27
ENSMUSG00000115788	89	80	120	137
ENSMUSG00000134721	7870	4093	3745	5892
ENSMUSG00000121924	817	1766	1156	1772
ENSMUSG00000143820	1138	3529	2636	1985
ENSMUSG00000151791	483	371	379	334
ENSMUSG00000150114	1084	1033	1064	491
ENSMUSG00000184582	25	9	27	10
ENSMUSG00000219307	435	304	339	465
ENSMUSG00000182687	364	395	536	385
ENSMUSG00000159759	18	6	11	14
ENSMUSG00000106670	293	231	237	431
ENSMUSG00000146641	4864	2927	3492	3203
ENSMUSG00000127053	5775	9337	5433	8682
ENSMUSG00000123373	1843	2899	2963	2352
ENSMUSG00000102504	36	60	51	30
ENSMUSG00000177493	91	134	151	81
ENSMUSG00000106456	76	55	40	36
ENSMUSG00000197036	1355	2105	1442	2349
ENSMUSG00000181402	40	46	37	38
ENSMUSG00000212074	17	26	25	24
ENSMUSG00000117820	10	7	7	10
ENSMUSG00000104999	385	301	330	364
ENSMUSG00000139183	548	424	313	222
ENSMUSG00000126070	28	37	39	50
ENSMUSG00000104001	41	54	41	24
ENSMUSG00000140932	77	195	73	112
ENSMUSG00000167998	7946	2280	2813	2980
ENSMUSG00000211955	11	14	10	11
ENSMUSG00000169714	190	99	209	161
ENSMUSG00000164765	595	217	180	238
ENSMUSG00000154423	355	363	332	187
ENSMUSG00000109869	2930	2945	2092	2477
ENSMUSG00000134985	936	1224	1366	739
ENSMUSG00000209598	405	285	395	310
ENSMUSG00000170716	2877	3825	3882	4984
ENSMUSG00000149979	1495	2183	929	804
ENSMUSG00000140635	395	175	177	222
ENSMUSG00000111448	364	261	275	230
ENSMUSG00000187743	26	7	24	12
ENSMUSG00000211710	151	354	233	105
ENSMUSG00000129419	18	51	22	35
ENSMUSG00000164720	12	12	12	30
ENSMUSG00000145908	123	119	87	134
ENSMUSG00000146241	17	5	11	7
ENSMUSG00000152710	28	30	47	43
ENSMUSG00000211639	72	47	66	40
ENSMUSG00000106643	204	178	270	121
ENSMUSG00000139307	76	60	76	48
ENSMUSG00000118701	579	586	316	361
ENSMUSG00000159828	4765	4914	6059	4494
ENSMUSG00000144669	809	661	932	562
ENSMUSG00000113383	9	11	20	18
ENSMUSG00000219215	5	7	3	5
ENSMUSG00000133515	33	16	25	20
ENSMUSG00000161066	36	27	17	18
ENSMUSG00000146720	2	2	2	0
ENSMUSG00000135872	2	11	9	3
ENSMUSG00000108274	4	10	2	11
ENSMUSG00000196298	24	53	51	39
ENSMUSG00000178169	2640	2646	2079	3686
ENSMUSG00000128676	3919	5235	4606	4808
ENSMUSG00000153869	15	19	19	11
ENSMUSG00000112980	77	93	41	67
ENSMUSG00000209854	15	12	11	11
ENSMUSG00000129933	2	0	1	0
ENSMUSG00000120279	158	123	88	106
ENSMUSG00000185350	129	167	72	97
ENSMUSG00000196717	42	45	68	59
ENSMUSG00000200538	542	529	602	543
ENSMUSG00000190721	60	82	60	49
ENSMUSG00000140923	975	1191	1682	1352
ENSMUSG00000156704	63	34	44	32
ENSMUSG00000199730	678	742	357	712
ENSMUSG00000170888	56	82	103	116
ENSMUSG00000145911	206	214	96	153
ENSMUSG00000114062	319	746	533	595
ENSMUSG00000214013	18	11	16	9
ENSMUSG00000201582	21	30	51	57
ENSMUSG00000149908	79	98	116	131
ENSMUSG00000217231	121	71	56	99
ENSMUSG00000143221	258	216	155	163
ENSMUSG00000119172	18	30	31	20
ENSMUSG00000126679	13	12	6	3
ENSMUSG00000186856	98	68	79	99
ENSMUSG00000140146	148	319	427	221
ENSMUSG00000103763	11	27	18	34
ENSMUSG00000214685	610	1074	1388	1335
ENSMUSG00000120726	443	620	623	540
ENSMUSG00000138232	1143	563	508	589
ENSMUSG00000129678	1064	394	509	1068
ENSMUSG00000167574	37	24	22	25
ENSMUSG00000162156	8396	14129	7158	14027
ENSMUSG00000161504	27	25	32	29
ENSMUSG00000171752	642	123	209	256
ENSMUSG00000141143	798	482	982	532
ENSMUSG00000209602	220	147	229	251
ENSMUSG00000168924	215	63	172	256
ENSMUSG00000158308	63	24	22	28
ENSMUSG00000197429	43	100	53	76
ENSMUSG00000106040	123	161	148	124
ENSMUSG00000169465	2584	1898	2141	1586
ENSMUSG00000181016	55	34	29	34
ENSMUSG00000113918	703	752	476	573
ENSMUSG00000187651	264	342	334	382
ENSMUSG00000158358	278	200	174	237
ENSMUSG00000142170	42	64	60	40
ENSMUSG00000153771	128	112	71	147
ENSMUSG00000157321	3	8	8	4
ENSMUSG00000173438	230	320	108	226
