gene_id	N61311_untreated	N61311_dex	N052611_dex	N080611_dex	N61311R_dex
ENSG00000153425	118	245	90	226	169
ENSG00000144138	91	80	120	117	128
ENSG00000173753	50	73	114	49	85
ENSG00000245251	1621	865	1386	857	757
ENSG00000240672	8	10	4	14	19
ENSG00000194527	21	28	15	13	25
ENSG00000217368	212	149	214	107	234
ENSG00000107727	672	778	757	850	877
ENSG00000178148	386	270	373	756	410
ENSG00000137949	633	335	763	501	706
ENSG00000167891	0	0	4	2	1
ENSG00000133669	685	216	431	199	435
ENSG00000198222	305	308	313	186	175
ENSG00000219591	437	348	600	346	366
ENSG00000198451	20	22	25	33	44
ENSG00000143364	287	453	262	279	403
ENSG00000228243	1158	735	868	1023	880
ENSG00000194990	8950	2321	3584	2959	4413
ENSG00000114600	282	231	241	402	170
ENSG00000177987	8	10	8	5	7
ENSG00000117866	183	154	181	152	204
ENSG00000157760	504	536	537	409	769
ENSG00000205616	393	408	446	526	253
ENSG00000116911	4002	2412	7313	8619	8604
ENSG00000189263	102	101	84	109	164
ENSG00000171095	28	18	7	23	12
ENSG00000222958	39	35	61	56	33
ENSG00000219052	568	638	557	738	343
ENSG00000244533	32	39	26	43	26
ENSG00000225404	14	19	11	25	26
ENSG00000237711	24	31	14	14	24
ENSG00000159999	1638	1621	1416	366	1717
ENSG00000100133	254	264	243	168	297
ENSG00000233647	205	64	45	54	61
ENSG00000222119	1494	656	695	1104	735
ENSG00000159471	505	361	464	356	689
ENSG00000110421	36	20	17	14	20
ENSG00000131018	980	918	449	444	757
ENSG00000109361	140	347	197	213	295
ENSG00000198400	2	2	1	2	3
ENSG00000235839	16	18	18	14	25
ENSG00000236231	287	355	256	241	262
ENSG00000232993	418	361	309	276	342
ENSG00000112043	94	132	123	82	108
ENSG00000197796	28	26	35	27	28
ENSG00000150160	292	209	75	282	467
ENSG00000186565	0	6	3	1	5
ENSG00000205071	539	417	654	414	519
ENSG00000180921	56	178	114	166	169
ENSG00000198270	150	90	146	129	99
ENSG00000236183	58	73	69	34	33
ENSG00000245026	760	608	463	619	514
ENSG00000199506	2	1	2	1	1
ENSG00000140052	40	20	23	31	26
ENSG00000188637	361	414	295	152	347
ENSG00000136207	49	43	37	36	45
ENSG00000222873	2392	3517	3296	1817	3731
ENSG00000101992	272	393	300	391	457
ENSG00000129410	46	48	39	39	30
ENSG00000103033	1134	1524	740	1798	1264
ENSG00000211488	98	91	169	53	52
ENSG00000219004	669	421	343	807	504
ENSG00000247306	48	41	53	20	52
ENSG00000132083	35	38	35	40	25
ENSG00000133311	515	819	552	910	486
ENSG00000161210	348	397	220	124	148
ENSG00000213753	41	41	24	27	52
ENSG00000143067	20	8	28	42	16
ENSG00000154317	619	1035	518	371	565
ENSG00000172972	4718	4991	5701	3452	3269
ENSG00000219464	35	14	34	21	21
ENSG00000234585	665	729	460	799	436
ENSG00000134077	0	2	0	0	1
ENSG00000239300	19	3	11	15	9
ENSG00000205194	771	1115	352	580	518
ENSG00000103553	7365	2499	3309	4540	3998
ENSG00000103760	182	97	208	134	197
ENSG00000211604	617	340	426	228	439
ENSG00000161797	273	314	155	286	249
ENSG00000234430	743	2147	767	1240	796
ENSG00000199879	5	10	25	21	29
ENSG00000185185	1080	430	489	484	678
ENSG00000214200	80	47	81	51	74
ENSG00000249676	103	83	74	69	77
ENSG00000115327	95	234	141	213	185
ENSG00000173880	108	120	63	100	162
ENSG00000213413	19	9	37	52	46
ENSG00000120679	202	107	77	135	148
ENSG00000158680	24	15	25	24	17
ENSG00000247741	2235	2837	3145	4931	2782
ENSG00000178447	788	317	306	737	474
ENSG00000128526	80	94	87	76	78
ENSG00000171507	2225	3179	2910	2678	2192
ENSG00000241716	2060	2072	3230	1393	2797
ENSG00000249794	497	384	450	427	719
ENSG00000216028	60	45	78	60	62
ENSG00000160904	450	317	292	395	314
ENSG00000148084	571	355	301	384	187
ENSG00000139158	3121	3228	1859	1865	1570
ENSG00000129340	63	97	134	53	63
ENSG00000225225	94	47	28	66	87
ENSG00000188106	18481	12636	9471	13698	18415
ENSG00000153503	1596	3678	1674	3790	3199
ENSG00000107119	411	161	242	245	374
ENSG00000244214	49	23	21	21	16
ENSG00000129279	387	209	401	566	402
ENSG00000203708	493	1978	1072	1343	1908
ENSG00000174708	387	475	479	557	731
ENSG00000199144	591	608	900	954	458
ENSG00000137720	138	143	174	228	168
ENSG00000204915	1464	1329	1421	1187	1274
ENSG00000109086	43	47	33	45	28
ENSG00000199987	35	54	45	113	83
ENSG00000144911	148	42	38	50	71
ENSG00000192456	52	22	15	38	36
ENSG00000215554	11334	6539	13785	5432	9045
ENSG00000158459	3	4	8	10	5
ENSG00000199981	273	135	113	316	208
ENSG00000191206	34	35	20	26	28
ENSG00000229181	11	17	9	23	15
ENSG00000249943	140	175	206	194	162
ENSG00000157747	11	5	10	4	14
ENSG00000108621	216	105	196	91	95
ENSG00000235134	8961	14062	12425	12023	15473
ENSG00000199030	137	124	113	87	319
ENSG00000112352	361	265	398	369	371
ENSG00000130467	39	41	28	17	34
ENSG00000178313	494	382	540	589	315
ENSG00000222118	4	8	7	3	8
ENSG00000229173	235	222	335	300	273
ENSG00000125963	85	233	81	179	124
ENSG00000165367	5746	9007	9922	6610	16231
ENSG00000219823	149	147	189	100	150
ENSG00000177364	87	47	86	65	46
ENSG00000205585	50	53	22	58	55
ENSG00000179390	11	11	4	12	30
ENSG00000130398	918	787	1047	1166	769
ENSG00000109969	3519	4017	4458	3112	3916
ENSG00000210159	27	44	51	47	49
ENSG00000168803	683	355	556	534	202
ENSG00000215877	84	67	79	83	83
ENSG00000187155	375	362	517	295	254
ENSG00000196003	421	340	585	757	342
ENSG00000133552	4	6	9	10	6
ENSG00000161284	22	19	20	38	32
ENSG00000150344	963	830	922	1105	1423
ENSG00000145267	1	5	2	3	4
ENSG00000204729	117	137	49	117	109
ENSG00000212958	100	88	119	56	60
ENSG00000192155	36	12	30	20	20
ENSG00000235960	209	237	159	227	117
ENSG00000163205	191	187	287	355	312
ENSG00000238601	574	422	412	448	380
ENSG00000165714	0	1	1	1	2
ENSG00000146004	3233	3024	7367	5434	2998
ENSG00000178027	39	46	49	40	68
ENSG00000138338	927	1268	1402	782	1028
ENSG00000175971	107	82	87	55	117
ENSG00000248113	25	80	35	27	48
ENSG00000200732	483	132	133	224	195
ENSG00000217862	42439	22901	85601	38823	45452
ENSG00000106134	2296	2707	2121	2220	6750
ENSG00000229088	38	78	97	74	39
ENSG00000248528	326	268	207	183	105
ENSG00000132296	1832	1647	1423	1600	1262
ENSG00000192305	443	423	411	480	342
ENSG00000146780	214	143	260	265	144
ENSG00000113448	147	155	120	129	68
ENSG00000248348	9	15	25	29	22
ENSG00000230341	817	917	434	864	629
ENSG00000247284	1492	2376	1479	1592	1044
ENSG00000130095	16645	22345	12074	18863	7584
ENSG00000240637	39	68	48	37	32
ENSG00000222955	890	425	676	474	510
ENSG00000144693	275	182	184	211	75
ENSG00000241258	7400	1164	1521	1739	1753
ENSG00000223635	143	110	94	188	132
ENSG00000118993	43	28	24	46	24
ENSG00000141224	3	7	5	0	5
ENSG00000154080	689	1332	509	601	820
ENSG00000110266	245	139	397	210	113
ENSG00000244972	2030	915	1397	1432	1190
ENSG00000161750	34	65	45	55	27
ENSG00000141641	63445	31033	21541	30190	28922
ENSG00000217502	63	43	42	22	20
ENSG00000167784	789	616	215	594	440
ENSG00000109590	254	290	368	258	439
ENSG00000157438	1025	2334	1313	1448	640
ENSG00000156586	125	52	38	119	80
ENSG00000148442	76	16	11	23	22
ENSG00000142425	16	25	20	20	18
ENSG00000164515	815	744	488	649	494
ENSG00000121095	241	149	169	146	270
ENSG00000166924	487	241	389	277	268
ENSG00000179908	41	22	41	36	28
ENSG00000121970	87	153	273	245	291
ENSG00000168145	268	136	183	340	161
ENSG00000195602	503	525	271	562	518
ENSG00000150406	2	12	3	12	8
ENSG00000229862	99	33	29	43	29
ENSG00000228821	4634	4011	4232	5339	4792
ENSG00000191229	112	40	15	50	62
ENSG00000231641	129	52	267	84	137
ENSG00000240602	101	54	62	46	91
ENSG00000143539	6	10	7	9	8
ENSG00000144143	32	15	9	14	10
ENSG00000183473	218	171	350	215	245
ENSG00000249849	72	27	42	30	51
ENSG00000108417	8889	16219	7853	9867	5704
ENSG00000175729	16	8	10	5	8
ENSG00000123366	2	2	3	3	4
ENSG00000232423	62	76	80	21	81
ENSG00000101381	16	9	5	5	13
ENSG00000235022	4586	2794	2246	4085	1969
ENSG00000114666	69	81	35	65	71
ENSG00000190953	731	433	451	258	374
ENSG00000164042	9	3	8	14	7
ENSG00000151200	267	1180	711	552	731
ENSG00000208990	882	450	244	405	374
ENSG00000192245	4045	1975	1395	1579	1565
ENSG00000100443	100	146	258	230	253
ENSG00000170379	387	461	709	428	605
ENSG00000198065	223	185	171	109	237
ENSG00000234297	997	726	1020	546	1093
ENSG00000178113	78	43	70	46	81
ENSG00000115972	262	539	503	272	359
ENSG00000187763	28	57	52	59	38
ENSG00000132529	858	528	612	548	811
ENSG00000222179	65	120	141	64	81
ENSG00000145598	14	28	53	58	28
ENSG00000248172	51	30	22	56	36
ENSG00000150795	2578	2580	1089	2534	3487
ENSG00000208782	3	7	7	2	3
ENSG00000124054	9	6	10	6	8
ENSG00000177523	449	506	695	489	438
ENSG00000192525	23	10	24	14	20
ENSG00000150297	67	64	42	49	44
ENSG00000100693	30	54	50	83	38
ENSG00000122747	14257	19108	10729	13713	12903
ENSG00000184884	47	15	45	24	23
ENSG00000202793	43	26	22	47	21
ENSG00000125607	70	113	33	49	80
ENSG00000167423	346	263	326	262	350
ENSG00000148338	453	467	286	415	350
ENSG00000153608	6	9	5	4	4
ENSG00000169280	280	134	304	330	357
ENSG00000107660	6886	6784	8778	12542	6867
ENSG00000222045	7	7	3	2	3
ENSG00000231692	331	263	402	265	159
ENSG00000180729	672	648	706	444	585
ENSG00000246491	155	225	244	187	215
ENSG00000244024	177	146	50	155	78
ENSG00000148466	2	2	1	1	2
ENSG00000152783	1568	1970	1981	1102	1613
ENSG00000165431	144	63	41	53	54
ENSG00000108463	184	78	90	60	99
ENSG00000120003	2806	646	1139	2245	2485
ENSG00000160725	1	0	0	0	0
ENSG00000196110	200	141	42	95	72
ENSG00000161483	411	258	421	456	283
ENSG00000100716	628	648	659	909	513
ENSG00000115335	236	494	617	283	524
ENSG00000191523	8418	5861	12040	13544	6186
ENSG00000132418	302	173	296	199	223
ENSG00000192452	1129	947	844	997	835
ENSG00000110189	513	660	438	589	850
ENSG00000211981	4	10	5	9	4
ENSG00000165439	45	29	21	44	22
ENSG00000165068	7834	4424	6333	9691	8922
ENSG00000103184	205	130	49	41	108
ENSG00000197933	90	105	126	70	123
ENSG00000186447	11	15	21	11	4
ENSG00000158296	88	64	105	65	71
ENSG00000101915	16	4	4	11	6
ENSG00000247806	39	35	19	28	37
ENSG00000196809	358	340	545	642	452
ENSG00000119880	23	30	44	37	38
ENSG00000248916	42	57	42	47	35
ENSG00000184648	2359	2404	2771	2192	1694
ENSG00000151275	164	450	359	341	373
ENSG00000130347	465	232	306	368	375
ENSG00000246116	990	706	1268	1014	515
ENSG00000237696	36	34	67	47	49
ENSG00000216644	60	49	67	111	65
ENSG00000126089	5	1	2	3	0
ENSG00000144436	967	517	886	353	598
ENSG00000172632	104	63	209	175	228
ENSG00000197438	121	192	68	104	172
ENSG00000152048	17	24	14	29	9
ENSG00000186765	508	330	490	396	956
ENSG00000168261	440	626	561	362	367
ENSG00000122318	182	199	201	221	135
ENSG00000220321	5	3	9	2	14
ENSG00000119339	26	11	18	37	35
ENSG00000242576	268	128	113	101	63
ENSG00000214272	22	19	18	28	23
ENSG00000229093	201	365	353	448	487
ENSG00000160290	1215	1145	708	891	1797
ENSG00000139455	34	40	26	34	24
ENSG00000244449	106	65	97	148	82
ENSG00000169623	25	46	29	48	35
ENSG00000207024	704	915	535	1770	830
ENSG00000208024	529	632	873	964	586
ENSG00000159636	24168	19648	34099	38338	23019
ENSG00000245593	222	154	94	191	125
ENSG00000202013	23	28	27	15	27
ENSG00000110810	507	231	338	338	251
ENSG00000227775	52	76	98	94	118
ENSG00000219976	228	346	181	255	178
ENSG00000187858	2521	1410	1902	1258	3130
ENSG00000126280	55	30	82	36	120
ENSG00000227884	1049	347	536	480	505
ENSG00000114451	4	3	2	1	1
ENSG00000243822	2309	567	1124	1103	2058
ENSG00000123461	111	146	187	208	229
ENSG00000104795	101	60	128	82	80
ENSG00000233161	92	77	79	42	43
ENSG00000135837	3848	1456	1658	2217	2512
ENSG00000218446	24	57	63	48	70
ENSG00000159602	1838	2384	580	2324	1332
ENSG00000176819	43	41	61	33	45
ENSG00000193693	194	68	138	88	173
ENSG00000132351	406	144	265	354	305
ENSG00000157784	12662	10674	10879	7528	4329
ENSG00000202483	207	378	207	184	186
ENSG00000224777	199	207	227	177	236
ENSG00000137340	282	118	104	62	118
ENSG00000191946	89	79	94	66	71
ENSG00000231975	55	64	38	32	16
ENSG00000154260	7757	6145	2832	8130	2753
ENSG00000146340	2418	2074	2385	1071	2331
ENSG00000131457	32	34	29	33	68
ENSG00000198190	261	158	184	156	340
ENSG00000235218	22	20	9	13	15
ENSG00000174195	2009	1713	1566	1294	631
ENSG00000174800	938	690	738	829	480
ENSG00000190074	313	236	159	167	150
ENSG00000131559	18	11	20	35	23
ENSG00000189523	635	806	389	665	713
ENSG00000145562	381	421	654	370	347
ENSG00000228321	118	102	124	113	115
ENSG00000209442	692	754	317	742	227
ENSG00000245759	15	8	13	7	6
ENSG00000246927	20	76	35	54	58
ENSG00000201722	20	19	19	28	11
ENSG00000173517	364	160	147	188	335
ENSG00000113446	5979	1856	3319	3555	3489
ENSG00000243278	268	110	262	209	177
ENSG00000195352	1457	1141	1558	1518	2185
ENSG00000128402	139	113	131	207	140
ENSG00000151529	56	90	62	98	32
ENSG00000128785	1303	1323	1252	888	1158
ENSG00000192769	284	578	260	324	473
ENSG00000229484	2365	3042	2001	2801	3206
ENSG00000125582	2774	912	1769	1711	1651
ENSG00000142211	31	18	23	18	71
ENSG00000130231	1	0	0	0	2
ENSG00000182068	162	230	112	259	115
ENSG00000124805	17	8	22	13	18
ENSG00000114498	8	2	10	8	13
ENSG00000145126	6	6	9	8	7
ENSG00000200869	55	29	35	60	55
ENSG00000143889	78	92	80	45	73
ENSG00000241627	160	74	159	95	127
ENSG00000131137	11319	5105	6904	4855	5838
ENSG00000154793	25	23	16	10	9
ENSG00000227451	118	124	142	115	128
ENSG00000198107	11	12	12	18	15
ENSG00000197255	17	17	15	10	28
ENSG00000138640	81	188	153	207	179
ENSG00000136871	450	309	308	468	261
ENSG00000128789	7	9	10	16	10
ENSG00000150595	1012	2453	1231	1833	872
ENSG00000229504	49	27	17	12	22
ENSG00000159785	1901	751	1420	1129	1591
ENSG00000249659	68	76	82	125	224
ENSG00000180606	454	1070	1049	1060	1106
ENSG00000130307	461	362	408	528	430
ENSG00000168759	88	91	49	90	92
ENSG00000190866	407	478	416	348	351
ENSG00000145513	4	9	19	13	9
ENSG00000130004	24	9	10	13	16
ENSG00000155305	82	74	46	48	45
ENSG00000151950	1943	1410	2335	1715	2434
ENSG00000235456	43	18	35	37	20
ENSG00000174798	11	38	24	74	43
ENSG00000196246	2627	3712	9177	5000	5857
ENSG00000218139	146	108	116	194	195
ENSG00000117112	67	291	178	221	83
ENSG00000221485	2	16	13	18	10
ENSG00000232538	167	173	170	141	259
ENSG00000234872	444	337	624	553	672
ENSG00000153907	178	188	87	137	110
ENSG00000111754	305	602	900	501	779
ENSG00000134930	223	364	260	468	176
ENSG00000215519	1125	1227	837	1764	752
ENSG00000126492	582	378	826	1235	733
ENSG00000157235	123	98	102	111	145
ENSG00000134474	404	795	1216	669	980
ENSG00000228569	5759	3563	4321	7012	5213
ENSG00000104254	389	339	268	385	278
ENSG00000104928	12	15	19	9	6
ENSG00000138710	210	268	332	227	271
ENSG00000156526	112	143	87	115	162
ENSG00000105318	13414	34682	25265	19501	33145
ENSG00000203939	971	424	1227	334	543
ENSG00000244312	12	4	8	8	7
ENSG00000178808	94	230	175	67	55
ENSG00000142857	3085	3099	1998	4836	1811
ENSG00000110943	12	12	9	22	21
ENSG00000201788	50	52	78	58	35
ENSG00000162948	115	102	155	161	207
ENSG00000118275	150	110	47	88	129
ENSG00000128781	77	20	42	54	34
ENSG00000210287	281	192	274	133	192
ENSG00000215336	9	15	6	8	10
ENSG00000227231	103	40	55	30	17
ENSG00000224703	93	73	55	23	58
ENSG00000203550	69	108	27	76	79
ENSG00000131013	45	96	52	90	135
ENSG00000215189	153	160	125	99	122
ENSG00000142230	66	60	49	66	68
ENSG00000140030	35	60	85	88	70
ENSG00000175015	612	305	314	312	325
ENSG00000193397	502	1004	780	1108	1072
ENSG00000115837	1422	1054	907	661	772
ENSG00000191304	22	14	19	13	4
ENSG00000106369	711	152	215	235	180
ENSG00000162560	269	433	560	653	544
ENSG00000166932	70	113	62	51	54
ENSG00000142424	355	406	474	372	183
ENSG00000151598	61	74	85	66	96
ENSG00000179042	266	261	363	443	286
ENSG00000133797	0	4	12	8	2
ENSG00000242048	661	546	309	418	582
ENSG00000203043	41	31	38	56	82
ENSG00000191889	35	45	33	33	22
ENSG00000196756	60	67	98	123	66
ENSG00000137147	732	1298	851	1009	745
ENSG00000175017	791	1074	813	1062	948
ENSG00000151623	406	273	201	84	252
ENSG00000107628	1168	1112	675	698	1012
ENSG00000169150	31	58	35	60	70
ENSG00000141463	16	8	10	14	19
ENSG00000241064	3	4	2	5	0
ENSG00000231954	153	123	165	71	116
ENSG00000204389	115	101	157	91	37
ENSG00000126668	132	200	203	180	232
ENSG00000213226	233	232	226	76	176
ENSG00000101985	2134	981	1746	1823	1449
ENSG00000214744	35	34	17	16	13
ENSG00000189506	38	32	27	34	31
ENSG00000189968	6342	4180	9356	6368	5205
ENSG00000173659	597	497	352	668	470
ENSG00000113461	98	103	67	107	86
ENSG00000152004	5	2	2	2	4
ENSG00000172263	22	38	23	22	23
ENSG00000101127	100	89	85	109	57
ENSG00000153587	128	152	168	242	155
ENSG00000178323	205	245	94	234	179
ENSG00000189520	72	53	80	52	129
ENSG00000161077	1467	843	1681	694	1343
ENSG00000105253	13	10	10	16	11
ENSG00000107439	84	28	66	48	89
ENSG00000149004	45	24	24	38	46
ENSG00000192082	386	872	747	659	670
ENSG00000174897	352	209	272	161	120
ENSG00000143317	595	796	715	560	775
ENSG00000230731	230	203	185	201	147
ENSG00000180422	81000	38869	34944	34515	48316
ENSG00000165559	416	639	471	634	699
ENSG00000120019	37	18	27	37	28
ENSG00000228604	115	183	53	153	140
ENSG00000128971	60	70	47	53	73
ENSG00000101469	998	463	479	563	207
ENSG00000198801	1401	812	647	1141	707
ENSG00000163544	302	185	254	265	234
ENSG00000222716	173	43	60	78	69
ENSG00000220212	32	35	35	47	44
ENSG00000208884	2354	2740	3425	4004	2274
ENSG00000186249	1586	816	1184	997	1611
ENSG00000169689	0	1	1	0	0
ENSG00000206617	216	186	128	116	202
ENSG00000234009	15	33	53	34	47
ENSG00000104937	59	22	89	94	97
ENSG00000130675	3484	3493	5508	4680	5818
ENSG00000175711	6	15	20	9	17
ENSG00000210557	24	24	4	29	18
ENSG00000160700	20846	17014	23812	26936	11523
ENSG00000205584	68	57	40	19	52
ENSG00000205454	103	67	101	86	138
ENSG00000159626	1611	1287	1161	814	1101
ENSG00000126333	90	64	55	26	64
ENSG00000167063	106	142	167	130	76
ENSG00000205450	215	268	260	170	150
ENSG00000190392	2574	2812	3022	2016	2355
ENSG00000124842	13	4	2	9	3
ENSG00000137351	36	34	11	31	15
ENSG00000213911	128	72	107	107	151
ENSG00000118774	1315	799	866	886	1080
ENSG00000194905	33	55	34	54	47
ENSG00000217857	651	282	301	241	419
ENSG00000171944	30	57	66	41	57
ENSG00000178016	85	50	88	90	76
ENSG00000122901	932	1931	2048	1381	1602
ENSG00000238248	77	123	65	52	59
ENSG00000176811	49263	48601	67271	20426	58344
ENSG00000218266	348	325	205	210	321
ENSG00000115598	1085	2456	1586	2272	1979
ENSG00000200875	558	321	578	490	817
ENSG00000230790	5	2	9	10	3
ENSG00000121416	6	6	6	7	5
ENSG00000219361	458	297	702	268	236
ENSG00000155308	13	10	18	20	25
ENSG00000197265	43	58	84	34	44
ENSG00000118779	74	79	76	85	62
ENSG00000175527	30	17	20	21	39
ENSG00000197794	1462	3091	1480	1647	1197
ENSG00000193695	554	926	854	326	702
ENSG00000125570	168	273	208	133	222
ENSG00000175743	412	389	378	428	570
ENSG00000237009	49	14	21	19	44
ENSG00000108450	1084	1590	326	745	1458
ENSG00000157158	50	27	45	18	15
ENSG00000142168	3966	2670	3839	3311	4794
ENSG00000226225	43	23	40	18	26
ENSG00000133327	55	23	33	53	49
ENSG00000222076	1892	1548	1227	1452	876
ENSG00000153518	561	968	512	476	776
ENSG00000163050	9	20	19	12	22
ENSG00000199755	403	654	445	705	353
ENSG00000142866	262	168	106	122	232
ENSG00000188177	204	202	123	125	120
ENSG00000224673	523	378	530	372	368
ENSG00000117321	509	405	524	692	270
ENSG00000152686	1748	1433	1169	1413	964
ENSG00000148672	379	339	316	431	336
ENSG00000187544	342	192	380	255	374
ENSG00000108404	84	132	155	139	192
ENSG00000195764	2788	2292	2782	3291	1389
ENSG00000235033	24	30	22	41	28
ENSG00000183470	4905	5581	5830	4216	7272
ENSG00000223538	22766	10237	11683	17589	12881
ENSG00000242356	15050	5976	12201	13816	5778
ENSG00000155644	147	125	79	119	105
ENSG00000155218	10983	10778	15814	8785	10789
ENSG00000228480	1851	1048	1270	1547	1127
ENSG00000199977	1076	1793	1629	1137	1476
ENSG00000244583	47851	39015	30669	42449	29752
ENSG00000154120	192	308	159	132	308
ENSG00000132242	194	725	751	518	458
ENSG00000191687	9	10	16	6	11
ENSG00000236001	1	0	2	3	2
ENSG00000143254	228	223	370	283	191
ENSG00000206725	299	217	448	495	300
ENSG00000134805	890	526	568	475	632
ENSG00000134779	327	178	257	168	200
ENSG00000130230	1	2	6	3	0
ENSG00000108711	327	347	457	330	245
ENSG00000113655	926	862	687	1426	773
ENSG00000131358	3265	3397	2599	2523	3091
ENSG00000128365	31	15	9	31	12
ENSG00000200734	21	19	36	17	19
ENSG00000231803	37	41	44	39	34
ENSG00000160117	52	26	45	56	39
ENSG00000156797	6	6	8	4	1
ENSG00000135116	15	34	16	22	36
ENSG00000116814	5274	3939	4337	2323	6591
ENSG00000120963	26	8	36	14	17
ENSG00000150010	1	2	4	5	5
ENSG00000237837	106	82	106	76	82
ENSG00000178814	48	36	33	39	58
ENSG00000152653	370	779	532	496	643
ENSG00000139748	21	32	39	33	23
ENSG00000156575	105	107	81	161	149
ENSG00000148865	30	35	20	45	9
ENSG00000165248	22	9	32	18	28
ENSG00000155347	282	422	448	443	248
ENSG00000139791	226	191	246	246	191
ENSG00000202340	90	195	121	130	213
ENSG00000178545	739	396	230	580	304
ENSG00000190685	17	27	17	31	14
ENSG00000212557	140	208	91	162	307
ENSG00000137258	254	201	237	206	226
ENSG00000214894	4858	521	2159	1767	1307
ENSG00000159517	7	2	3	1	3
ENSG00000241090	154	49	47	72	153
ENSG00000165484	395	444	474	427	397
ENSG00000194785	19	57	41	40	52
ENSG00000142889	152	192	120	184	127
ENSG00000157074	719	528	673	720	379
ENSG00000150457	377	360	273	268	293
ENSG00000209182	1	2	4	4	6
ENSG00000218907	10	21	8	14	12
ENSG00000118097	0	3	1	1	1
ENSG00000206547	570	558	376	234	780
ENSG00000228122	115	244	217	166	188
ENSG00000206884	2010	2082	1186	1534	3441
ENSG00000151463	173	146	200	163	148
ENSG00000120090	20	11	15	23	12
ENSG00000188059	1197	1743	1642	877	1824
ENSG00000227316	5	15	6	21	13
ENSG00000228119	123	251	114	110	165
ENSG00000161880	110	62	97	105	128
ENSG00000221909	775	840	635	693	544
ENSG00000117087	1270	645	1551	1014	1146
ENSG00000182296	53	31	74	92	56
ENSG00000206726	36	40	27	27	36
ENSG00000168119	84	126	52	150	146
ENSG00000136108	42	53	40	72	39
ENSG00000135024	881	578	1479	1013	581
ENSG00000144778	421	232	244	309	325
ENSG00000225204	1752	2289	2519	2814	2594
ENSG00000133685	28518	22938	32304	19086	24650
ENSG00000148763	43	35	41	13	19
ENSG00000191579	67	30	16	38	56
ENSG00000195007	318	301	296	294	344
ENSG00000170789	238	555	294	317	311
ENSG00000127097	57	107	69	86	59
ENSG00000141402	3	6	2	7	4
ENSG00000191094	28660	26306	26144	31866	29184
ENSG00000150756	139	124	166	106	131
ENSG00000134252	20	23	10	7	14
ENSG00000147262	2	0	4	2	0
ENSG00000176040	1188	3281	651	1806	3743
ENSG00000106150	145	253	268	191	255
ENSG00000188415	67	161	153	157	76
ENSG00000132412	26	15	33	12	9
ENSG00000183421	155	82	120	57	110
ENSG00000149223	71	60	71	61	49
ENSG00000115859	1	0	4	1	1
ENSG00000126389	33288	37878	31045	29255	18654
ENSG00000204882	506	144	320	542	238
ENSG00000149887	57	119	97	58	32
ENSG00000186449	49	27	11	11	23
ENSG00000224428	36	25	24	32	35
ENSG00000249810	19119	26336	18548	24720	7407
ENSG00000222726	529	281	322	281	340
ENSG00000136300	15	5	8	10	8
ENSG00000171176	529	844	842	582	893
ENSG00000185784	320	333	403	408	345
ENSG00000236157	207	381	366	303	246
ENSG00000129962	67	136	119	109	104
ENSG00000142718	288	47	120	103	179
ENSG00000244482	280	201	250	499	235
ENSG00000195525	45	67	94	107	85
ENSG00000184221	6	17	5	7	7
ENSG00000122600	32	27	14	20	11
ENSG00000156236	149	140	112	129	146
ENSG00000197866	2	4	6	5	2
ENSG00000192292	105	60	102	85	50
ENSG00000139592	104	79	49	97	97
ENSG00000236642	891	410	883	537	982
ENSG00000194863	160	266	173	159	116
ENSG00000227583	71	46	46	58	133
ENSG00000129472	82	74	26	58	72
ENSG00000222108	409	297	232	324	279
ENSG00000206606	666	1196	350	809	414
ENSG00000239121	16	15	14	25	10
ENSG00000149482	14	6	8	2	5
ENSG00000240914	37	16	46	24	50
ENSG00000159344	1	0	1	1	6
ENSG00000139540	31	29	31	23	24
ENSG00000223285	397	1125	603	681	809
ENSG00000220500	1375	884	1459	1117	993
ENSG00000140350	1613	4232	2927	1992	1604
ENSG00000117441	168	187	92	103	92
ENSG00000114470	119	208	182	247	332
ENSG00000134725	34	31	47	52	56
ENSG00000203307	29	19	65	38	32
ENSG00000162994	292	301	299	118	292
ENSG00000217474	834	839	525	478	1227
ENSG00000196685	213	320	252	390	451
ENSG00000164508	6	1	4	4	1
ENSG00000232825	533	528	416	378	458
ENSG00000202913	197	88	128	95	140
ENSG00000227872	77	43	27	57	57
ENSG00000203816	172	182	287	367	214
ENSG00000157333	3399	1644	777	1113	963
ENSG00000149090	125	194	216	166	204
ENSG00000137144	54	22	16	40	27
ENSG00000147622	81957	45793	41564	47845	37374
ENSG00000115333	45	21	86	20	25
ENSG00000244567	129	297	403	790	225
ENSG00000149911	1514	1848	1446	854	1689
ENSG00000149812	38	27	29	41	44
ENSG00000202268	249	545	581	308	482
ENSG00000188346	32	27	22	13	31
ENSG00000215354	62	48	36	95	46
ENSG00000218913	28	44	50	30	36
ENSG00000130233	5374	4319	6911	2914	2226
ENSG00000113201	8	11	10	9	9
ENSG00000241799	322	419	373	442	266
ENSG00000193418	186	154	119	108	124
ENSG00000195582	5	1	0	2	6
ENSG00000115560	4140	4463	7992	4709	5264
ENSG00000184292	34	56	46	45	33
ENSG00000170389	74	154	54	24	75
ENSG00000129940	216	152	176	168	239
ENSG00000122712	22	17	19	8	14
ENSG00000164724	16	37	25	56	47
ENSG00000157726	141	104	76	128	140
ENSG00000229460	50	13	19	22	14
ENSG00000111044	243	223	110	115	134
