gene_id	SRR493366	SRR493369	SRR493370	SRR493371
ENSG00000233407	24406	8098	22610	11125
ENSG00000108671	1758	2135	2827	1749
ENSG00000201957	1157	797	989	981
ENSG00000208630	20	72	32	44
ENSG00000109836	992	1324	654	866
ENSG00000229120	157	203	195	232
ENSG00000197882	183	219	282	243
ENSG00000201949	21	29	26	18
ENSG00000235066	831	567	507	530
ENSG00000210963	213	174	272	136
ENSG00000121388	81	84	55	104
ENSG00000161735	40	19	40	39
ENSG00000240271	43	86	69	124
ENSG00000186750	13	15	10	17
ENSG00000152776	54	59	89	51
ENSG00000243041	4142	3865	2097	3161
ENSG00000156213	42	26	40	21
ENSG00000144287	23407	13275	15596	14626
ENSG00000165213	4	11	25	21
ENSG00000114833	1428	1457	996	1552
ENSG00000156732	1471	1214	1650	889
ENSG00000223365	2419	860	1672	1409
ENSG00000142844	757	483	778	509
ENSG00000114861	12	7	13	6
ENSG00000135698	1187	850	2106	1820
ENSG00000157354	1201	1900	841	1002
ENSG00000114440	225	153	296	191
ENSG00000239042	3	2	4	2
ENSG00000203801	2664	1331	2311	1392
ENSG00000231179	40	33	34	15
ENSG00000229705	86	88	125	69
ENSG00000144882	2340	1751	2194	2846
ENSG00000122469	2347	2021	1945	2444
ENSG00000173367	217	168	351	472
ENSG00000129331	35	35	89	133
ENSG00000197454	13595	4693	2857	3917
ENSG00000172225	1877	1827	1466	1808
ENSG00000242098	68	88	161	103
ENSG00000104021	21	21	17	26
ENSG00000207919	208	172	348	157
ENSG00000172937	4	10	7	14
ENSG00000104389	4572	4978	6055	3589
ENSG00000125406	474	287	761	439
ENSG00000151835	72	85	107	96
ENSG00000159608	1214	369	621	436
ENSG00000173967	9	3	2	4
ENSG00000237518	167	100	54	186
ENSG00000129319	59	68	61	44
ENSG00000249293	9	3	8	1
ENSG00000184782	45	57	63	48
ENSG00000138710	150	292	301	363
ENSG00000249234	5	10	10	16
ENSG00000234409	120	109	124	95
ENSG00000224527	10	8	8	10
ENSG00000142857	390	424	113	400
ENSG00000139367	2	4	5	8
ENSG00000107465	613	766	559	475
ENSG00000240687	648	503	463	533
ENSG00000185623	413	971	599	1141
ENSG00000132197	6486	7328	7576	5590
ENSG00000185927	191	206	172	192
ENSG00000128468	219	61	214	123
ENSG00000149157	407	569	315	412
ENSG00000189625	82	73	50	84
ENSG00000100768	5	3	3	2
ENSG00000187506	12	13	25	7
ENSG00000157772	11	6	6	11
ENSG00000102353	186	352	358	112
ENSG00000215336	33	27	57	64
ENSG00000239748	66	61	64	103
ENSG00000166184	502	443	434	571
ENSG00000232207	186	113	96	276
ENSG00000131583	3541	9550	11703	7200
ENSG00000115832	242	182	205	111
ENSG00000115837	28	39	32	31
ENSG00000183880	2523	920	2058	1025
ENSG00000119322	64	86	55	79
ENSG00000102996	133	91	60	90
ENSG00000124372	1353	809	1087	1268
ENSG00000196941	229	222	210	239
ENSG00000119837	692	598	823	924
ENSG00000242048	59	29	31	69
ENSG00000207083	104	129	80	123
ENSG00000203043	439	732	342	619
ENSG00000119498	45	61	86	54
ENSG00000239976	93	43	114	56
ENSG00000166669	177	137	83	211
ENSG00000195467	3291	3073	3548	3304
ENSG00000244076	3307	3602	4025	1933
ENSG00000249874	274	257	401	202
ENSG00000111740	190	201	92	102
ENSG00000204896	38	51	64	37
ENSG00000145785	1877	2488	2331	3007
ENSG00000216552	348	371	581	322
ENSG00000172792	1351	1185	1425	1126
ENSG00000137085	12	8	10	13
ENSG00000123304	625	588	776	588
ENSG00000213226	217	204	191	329
ENSG00000247914	1058	1097	931	569
ENSG00000153112	1192	1865	1917	1457
ENSG00000139980	159	207	239	167
ENSG00000110790	204	88	120	47
ENSG00000239247	428	877	872	381
ENSG00000113630	14	16	20	18
ENSG00000205699	3380	3973	2120	3785
ENSG00000114413	240	383	263	261
ENSG00000211016	30	33	19	20
ENSG00000178897	1944	2410	1756	3929
ENSG00000249296	1699	1091	795	823
ENSG00000128873	3580	5557	4272	4689
ENSG00000245706	2095	1536	564	934
ENSG00000153587	493	522	380	805
ENSG00000189520	214	113	229	171
ENSG00000231254	25	24	18	24
ENSG00000167172	306	1069	1099	1112
ENSG00000206398	1010	513	609	822
ENSG00000177417	52	62	66	48
ENSG00000162169	404	521	363	451
ENSG00000180013	49	42	37	42
ENSG00000163369	1766	3004	1123	1333
ENSG00000128961	163	380	205	470
ENSG00000134024	296	294	340	271
ENSG00000116901	56	41	48	33
ENSG00000124886	1745	1325	1176	1026
ENSG00000208171	259	222	220	270
ENSG00000244439	89	68	101	62
ENSG00000165119	454	215	1021	342
ENSG00000145545	113	129	113	217
ENSG00000155167	1783	728	1055	438
ENSG00000247097	7	10	3	8
ENSG00000228604	30	22	11	15
ENSG00000109459	11190	8887	7452	15948
ENSG00000191197	152	51	54	50
ENSG00000243567	374	271	490	614
ENSG00000175825	87	58	149	98
ENSG00000226884	499	272	314	677
ENSG00000133323	35725	37906	33343	24867
ENSG00000187933	4	2	4	4
ENSG00000106718	721	660	770	675
ENSG00000148074	146	171	98	217
ENSG00000170411	230	184	131	175
ENSG00000120831	30	40	35	37
ENSG00000225377	30	30	24	26
ENSG00000183423	3598	1542	2863	1616
ENSG00000189545	308	618	453	622
ENSG00000139860	19	32	20	16
ENSG00000205220	175	279	75	204
ENSG00000208042	18	17	11	9
ENSG00000199550	93208	38682	53662	67681
ENSG00000155230	392	469	421	416
ENSG00000114050	5	9	3	3
ENSG00000182582	1011	916	978	1143
ENSG00000137579	639	573	764	571
ENSG00000175711	345	155	232	449
ENSG00000102431	244	307	219	400
ENSG00000119071	67	38	45	49
ENSG00000153765	203	63	105	106
ENSG00000223933	4	5	9	0
ENSG00000123181	2340	2252	1234	1124
ENSG00000102556	17095	4893	11813	9505
ENSG00000200735	440	486	802	571
ENSG00000239990	495	517	662	432
ENSG00000166950	14	6	8	11
ENSG00000129850	85	63	60	61
ENSG00000147201	6	14	8	7
ENSG00000173708	18	25	5	6
ENSG00000173385	1086	524	487	602
ENSG00000167063	2805	5280	3137	4461
ENSG00000225367	172	178	140	105
ENSG00000246632	16735	35249	23041	36813
ENSG00000127904	1214	385	987	1033
ENSG00000238198	2	6	4	2
ENSG00000170061	81	81	115	62
ENSG00000102049	2315	1275	2421	3403
ENSG00000118774	158	136	247	234
ENSG00000167104	1578	1535	1410	2163
ENSG00000217857	11	8	2	7
ENSG00000129516	1069	1355	2437	1619
ENSG00000220084	17	19	8	16
ENSG00000233918	287	309	270	259
ENSG00000177945	20870	13335	11505	9226
ENSG00000164859	245	137	111	158
ENSG00000103966	55	100	92	94
ENSG00000142168	563	361	568	1371
ENSG00000247763	19	44	38	39
ENSG00000229425	25	33	27	14
ENSG00000232575	1782	1511	601	1666
ENSG00000137049	20	12	3	7
ENSG00000133327	5	16	21	27
ENSG00000240307	2958	7056	6071	5419
ENSG00000184720	13	21	20	13
ENSG00000158369	357	763	459	512
ENSG00000163050	2240	1704	1748	1499
ENSG00000214081	361	92	69	105
ENSG00000219527	38	9	25	20
ENSG00000209450	951	1043	424	856
ENSG00000223817	18	17	28	24
ENSG00000246425	8337	10313	14956	12052
ENSG00000226017	15686	18602	12120	23682
ENSG00000200192	22	34	36	13
ENSG00000127885	401	570	284	424
ENSG00000120027	37	33	48	37
ENSG00000114365	445	373	541	286
ENSG00000153136	182	97	68	92
ENSG00000232836	8	24	22	27
ENSG00000134620	413	314	576	570
ENSG00000231046	9	4	4	7
ENSG00000183470	213	389	263	375
ENSG00000196984	112	126	165	120
ENSG00000120004	32	25	26	47
ENSG00000106109	661	895	1764	1492
ENSG00000207121	180	100	202	150
ENSG00000166386	87	39	116	41
ENSG00000228480	79	103	98	68
ENSG00000125895	101	77	110	81
ENSG00000239831	939	1500	1257	728
ENSG00000129721	86	44	67	68
ENSG00000141014	2	0	0	0
ENSG00000146090	0	1	0	1
ENSG00000134672	9	20	21	11
ENSG00000143254	13	12	9	8
ENSG00000156086	120	78	122	31
ENSG00000150330	8	13	14	12
ENSG00000198941	22	25	24	51
ENSG00000124041	3786	2377	3023	2075
ENSG00000146799	13	6	13	16
ENSG00000116852	1418	501	928	944
ENSG00000155279	98	125	118	48
ENSG00000124788	2618	2453	2315	1740
ENSG00000131198	1671	1180	672	1222
ENSG00000225313	219	77	184	198
ENSG00000200790	1726	1411	1718	1416
ENSG00000192684	641	287	393	179
ENSG00000173595	14	12	5	15
ENSG00000161303	606	251	483	753
ENSG00000154989	709	258	434	230
ENSG00000212107	139	215	53	129
ENSG00000111182	166	352	490	578
ENSG00000106040	102	78	78	69
ENSG00000142768	393	263	408	357
ENSG00000220119	91	92	61	110
ENSG00000187797	6	11	4	8
ENSG00000144345	50	88	120	108
ENSG00000123867	5325	6399	5223	3614
ENSG00000229415	1855	760	732	292
ENSG00000209244	3431	5067	3743	3446
ENSG00000244323	223	191	117	234
ENSG00000137258	79	98	114	43
ENSG00000164206	11	18	26	29
ENSG00000145929	272	386	126	271
ENSG00000127072	2882	1190	1107	1232
ENSG00000230393	442	614	653	1193
ENSG00000119717	1024	899	649	855
ENSG00000212450	49	73	59	123
ENSG00000101891	242	81	305	300
ENSG00000165812	30	41	67	29
ENSG00000152969	1069	557	782	949
ENSG00000209104	506	823	447	510
ENSG00000177382	70	45	43	59
ENSG00000237477	484	173	233	397
ENSG00000142889	2	0	3	4
ENSG00000212326	1048	1030	516	727
ENSG00000182328	19	48	29	30
ENSG00000193083	47	106	79	69
ENSG00000244880	650	596	388	396
ENSG00000118097	1745	629	666	655
ENSG00000192256	40	78	40	60
ENSG00000197753	5697	4429	5037	3785
ENSG00000230478	9221	13742	11411	12568
ENSG00000140998	4206	3275	3031	2300
ENSG00000125994	4409	2399	1582	1936
ENSG00000226409	157	172	191	223
ENSG00000152895	2188	2282	4243	1475
ENSG00000187421	35	23	21	24
ENSG00000158075	10	15	12	16
ENSG00000238485	223	195	107	280
ENSG00000125172	223	186	437	286
ENSG00000148174	23	37	25	19
ENSG00000228624	4293	9115	4691	8589
ENSG00000109936	15	5	8	13
ENSG00000188025	1	4	4	2
ENSG00000151463	71	85	53	75
ENSG00000156838	2183	6015	5685	2667
ENSG00000222242	516	985	876	813
ENSG00000110556	253	242	250	181
ENSG00000206325	652	314	187	120
ENSG00000188059	347	336	623	630
ENSG00000103947	340	275	367	386
ENSG00000233075	357	119	195	186
ENSG00000105453	110	123	102	95
ENSG00000173462	10	8	1	11
ENSG00000109383	452	1091	778	802
ENSG00000145312	35	70	81	40
ENSG00000135024	516	552	279	261
ENSG00000148447	474	325	540	632
ENSG00000246071	1004	1912	1509	1428
ENSG00000230710	17	55	38	39
ENSG00000148978	1205	652	399	754
ENSG00000147598	1101	1305	818	1434
ENSG00000102808	130	91	115	86
ENSG00000170789	83	67	230	190
ENSG00000133200	174	243	141	211
ENSG00000159266	10	31	15	19
ENSG00000226687	38	98	61	74
ENSG00000198886	18	13	16	13
ENSG00000116197	1036	2063	1303	1296
ENSG00000135940	33	33	25	14
ENSG00000179350	15	21	26	12
ENSG00000161588	273	249	244	224
ENSG00000100181	332	212	471	441
ENSG00000174373	66	88	47	89
ENSG00000120455	47	15	17	28
ENSG00000215259	410	467	148	348
ENSG00000207299	1879	517	596	1034
ENSG00000239171	4	6	13	7
ENSG00000157328	1372	1431	935	780
ENSG00000150203	11	3	5	3
ENSG00000126217	524	917	540	290
ENSG00000104253	130	76	21	97
ENSG00000224428	63	66	100	149
ENSG00000233376	597	632	766	489
ENSG00000114992	2431	3132	1876	2150
ENSG00000104269	7953	10524	5412	10791
ENSG00000149624	2512	1745	2408	2188
ENSG00000150355	692	877	831	548
ENSG00000234896	25	11	8	9
ENSG00000171176	110	61	74	51
ENSG00000107063	314	170	101	234
ENSG00000203910	50	49	22	73
ENSG00000158873	377	512	383	751
ENSG00000119177	186	85	79	76
ENSG00000127192	7251	4130	5646	3993
ENSG00000142718	69	142	84	62
ENSG00000111297	15	17	7	17
ENSG00000107255	75	40	33	77
ENSG00000239227	94	40	23	20
ENSG00000177145	627	188	713	667
ENSG00000195525	3027	4899	2794	2242
ENSG00000184221	1096	651	1139	1252
ENSG00000219501	1681	441	1530	890
ENSG00000151308	48	51	33	40
ENSG00000156236	27	17	23	18
ENSG00000238302	62	18	53	27
ENSG00000104823	326	173	148	152
ENSG00000229967	83	41	100	100
ENSG00000241526	288	371	320	193
ENSG00000172307	769	850	1236	1641
ENSG00000139890	155	154	183	186
ENSG00000143373	3538	5022	4363	3214
ENSG00000138278	32	33	46	33
ENSG00000198637	779	480	354	912
ENSG00000106145	90	105	77	136
ENSG00000123259	1365	975	1334	1021
ENSG00000204082	122	164	115	169
ENSG00000125550	60	31	24	41
ENSG00000122519	145	98	184	72
ENSG00000247851	52	37	33	18
ENSG00000190756	28	15	21	16
ENSG00000194674	813	818	1181	782
ENSG00000125409	70	54	48	50
ENSG00000176937	2673	2465	1793	1216
ENSG00000160153	15864	18911	36380	30567
ENSG00000247911	44	37	97	42
ENSG00000214002	850	776	976	952
ENSG00000164842	125	202	133	62
ENSG00000170412	3	1	5	1
ENSG00000205526	184	174	117	80
ENSG00000147622	2018	3862	4048	2033
ENSG00000238385	16	13	10	14
ENSG00000229123	230	170	92	156
ENSG00000136171	122	98	77	108
ENSG00000186220	9	8	17	4
ENSG00000235352	378	328	201	194
ENSG00000218913	56	107	165	90
ENSG00000246362	482	526	502	407
ENSG00000118135	228	275	105	78
ENSG00000212505	10	12	7	13
ENSG00000120774	209	261	202	231
ENSG00000121683	1105	505	532	744
ENSG00000209586	69	94	72	85
ENSG00000169674	396	654	658	677
ENSG00000117381	237	437	281	413
ENSG00000122919	0	4	0	1
ENSG00000136090	713	563	502	211
ENSG00000211773	5	3	2	2
ENSG00000151995	24	18	15	14
ENSG00000115811	196	103	139	84
ENSG00000121329	16	3	17	20
ENSG00000148578	43	29	33	24
ENSG00000185476	1271	1251	2036	1118
ENSG00000231045	20	20	21	16
ENSG00000137462	2060	1021	1892	2117
ENSG00000210653	6908	5316	5084	5837
ENSG00000144266	3766	2810	1890	3557
ENSG00000217684	20	14	22	16
ENSG00000175605	4	9	4	18
ENSG00000206558	134	131	149	271
ENSG00000208497	11552	6924	8048	11903
ENSG00000193032	84	58	109	45
ENSG00000226287	39	49	50	44
ENSG00000188954	115	125	73	96
ENSG00000136118	614	380	420	642
ENSG00000223666	1252	1016	1129	1344
ENSG00000149369	162	207	100	117
ENSG00000202545	97	98	133	77
ENSG00000196428	405	281	482	455
ENSG00000160739	107	114	104	144
ENSG00000106620	75	60	79	45
ENSG00000182843	11	1	3	0
ENSG00000159865	103	178	168	160
ENSG00000126522	64	36	97	63
ENSG00000232755	84	106	155	116
ENSG00000182237	97	31	81	59
ENSG00000240436	22	19	25	26
ENSG00000246399	705	477	258	619
ENSG00000109127	691	835	1188	1180
ENSG00000115665	213	432	300	376
ENSG00000172519	19	39	40	34
ENSG00000177433	213	182	128	200
ENSG00000116970	539	347	319	457
ENSG00000239376	154	81	122	78
ENSG00000181542	871	483	480	509
ENSG00000121203	8	8	13	14
ENSG00000143049	77	86	92	81
ENSG00000219030	2999	1390	2164	2180
ENSG00000176510	1208	1171	806	1097
ENSG00000131904	74	75	111	160
ENSG00000138673	140	132	119	191
ENSG00000124600	13753	11785	8561	10994
ENSG00000136885	1753	1615	1450	2117
ENSG00000201285	40	38	27	55
ENSG00000236871	203	291	297	304
ENSG00000216419	65	48	47	83
ENSG00000158348	30	47	69	39
ENSG00000130063	13	10	10	8
ENSG00000233159	490	343	630	967
ENSG00000169312	15857	17658	9970	11882
ENSG00000144277	737	714	813	835
ENSG00000151905	13	7	11	7
ENSG00000189731	677	392	447	337
ENSG00000131120	9	4	6	12
ENSG00000136874	230	258	247	145
ENSG00000103709	858	763	405	1841
ENSG00000177936	3160	2786	3234	2935
ENSG00000246345	175	144	157	170
ENSG00000243703	285	365	497	393
ENSG00000126119	119	193	217	105
ENSG00000195917	97	109	74	118
ENSG00000149194	2355	6872	991	2298
ENSG00000177195	32	38	25	33
ENSG00000181317	7	4	6	5
ENSG00000173183	2710	4229	4272	2716
ENSG00000130977	16524	7889	11780	11915
ENSG00000238534	5	8	10	1
ENSG00000151749	1099	1064	952	831
ENSG00000245902	553	519	364	496
ENSG00000230802	121	121	78	38
ENSG00000174666	42	30	16	9
ENSG00000169081	118	242	80	116
ENSG00000227799	73	51	101	77
ENSG00000195402	630	932	1027	770
ENSG00000106691	54	46	17	38
ENSG00000114716	568	1767	1447	1013
ENSG00000106316	56	81	15	74
ENSG00000190775	4190	5326	4343	3724
ENSG00000150431	716	527	1297	978
ENSG00000190037	1891	1442	1208	1463
ENSG00000234459	47	82	44	84
ENSG00000194762	103	111	115	126
ENSG00000206210	81	129	95	125
ENSG00000213417	1531	2660	607	1474
ENSG00000159982	25	56	41	51
ENSG00000232271	40	24	37	34
ENSG00000192356	76	100	130	136
ENSG00000141444	305	103	474	237
ENSG00000144255	131	129	90	106
ENSG00000223434	151	143	145	115
ENSG00000246185	17	13	12	5
ENSG00000119119	68	47	58	56
ENSG00000222116	24	12	21	15
ENSG00000200278	1930	1203	803	653
ENSG00000104554	166	113	155	227
ENSG00000116841	690	738	681	425
ENSG00000186482	11	9	14	8
ENSG00000249402	68	209	122	120
ENSG00000111977	474	573	522	386
ENSG00000220702	11	14	17	15
ENSG00000143380	58	37	21	81
ENSG00000166480	29	39	65	43
ENSG00000147702	295	324	167	157
ENSG00000198124	208	365	221	194
ENSG00000112972	20	4	6	10
ENSG00000127549	260	479	122	492
ENSG00000107530	216	298	188	315
ENSG00000224175	387	421	276	372
ENSG00000102296	24	43	36	23
ENSG00000171783	155	95	125	163
ENSG00000111941	3879	3066	1470	1782
ENSG00000204182	1093	1969	1300	1456
ENSG00000141648	60	31	80	26
ENSG00000139564	4990	3884	4885	4173
ENSG00000240789	46	55	101	86
ENSG00000216613	32	31	33	29
ENSG00000174097	3063	1497	1345	957
ENSG00000137568	337	229	217	218
ENSG00000153178	13931	11476	10278	16216
ENSG00000149248	153	67	112	76
ENSG00000171714	485	136	143	221
ENSG00000184485	1254	668	973	1203
ENSG00000179736	154	227	210	156
ENSG00000148204	82	37	45	56
ENSG00000126278	156	112	178	131
ENSG00000165189	110	75	222	81
ENSG00000207971	122	126	210	149
ENSG00000212815	62	218	222	97
ENSG00000207713	20	1	6	6
ENSG00000231053	1135	1073	836	1020
ENSG00000123595	75	45	47	23
ENSG00000185886	75	101	112	59
ENSG00000146350	25	24	16	24
ENSG00000211870	76	80	49	59
ENSG00000226663	734	1193	1137	1037
ENSG00000108267	1986	1575	1537	1620
ENSG00000192607	264	243	368	181
ENSG00000151407	215	181	392	214
ENSG00000179724	39	46	50	57
ENSG00000198878	163	156	48	137
ENSG00000136579	241	269	242	209
ENSG00000216341	125	177	182	96
ENSG00000135207	22	33	13	16
ENSG00000229657	375	225	197	214
ENSG00000237214	5	32	17	5
ENSG00000188297	13207	5871	11819	6877
ENSG00000168667	371	87	203	308
ENSG00000204413	73	41	54	41
ENSG00000121892	298	355	327	353
ENSG00000226752	28	38	47	51
ENSG00000111537	271	92	99	82
ENSG00000245548	3176	4411	1732	2558
ENSG00000232710	2373	1168	2405	1561
ENSG00000189198	26	15	14	16
ENSG00000187223	10	13	32	5
ENSG00000164299	77	48	50	85
ENSG00000112238	18453	12703	11916	18556
ENSG00000135763	176	110	161	115
ENSG00000162891	151	206	268	292
ENSG00000166277	52	58	80	55
ENSG00000224012	2262	1298	2512	2046
ENSG00000230754	1034	916	512	1041
ENSG00000155893	8	7	5	5
ENSG00000169972	33	24	18	31
ENSG00000167291	4	5	5	3
ENSG00000107499	11	20	21	6
ENSG00000193739	47	18	30	20
ENSG00000178847	9	3	3	15
ENSG00000133568	66	47	42	45
ENSG00000143084	505	337	467	566
ENSG00000237330	1225	1703	1591	961
ENSG00000116537	128	187	194	177
ENSG00000181248	713	477	556	608
ENSG00000154172	12	7	16	16
ENSG00000195307	3934	3388	4375	3664
ENSG00000248766	4638	13986	11150	13619
ENSG00000159535	90	125	155	137
ENSG00000128638	349	523	486	265
ENSG00000241975	555	225	294	342
ENSG00000199358	3	2	0	0
ENSG00000235198	1805	846	912	2436
ENSG00000157479	249	397	751	702
ENSG00000159310	6	2	8	4
ENSG00000190379	101	94	87	37
ENSG00000134638	1353	1045	1037	1693
ENSG00000159307	984	366	362	596
ENSG00000214631	7	9	8	1
ENSG00000235290	130	57	43	46
ENSG00000105691	44	29	42	65
ENSG00000148001	213	137	260	163
ENSG00000216587	20	44	25	50
ENSG00000232613	196	174	115	133
ENSG00000138316	72	85	116	135
ENSG00000118093	5	10	7	5
ENSG00000153681	137	359	272	322
ENSG00000108154	272	247	151	448
ENSG00000190221	27	37	52	53
ENSG00000128886	443	290	1279	791
ENSG00000103548	13268	12302	17747	15516
ENSG00000212615	11	8	9	6
ENSG00000184736	211	367	180	161
ENSG00000163412	870	512	385	1086
ENSG00000103858	545	129	164	146
ENSG00000123200	60	32	46	64
ENSG00000107466	9890	10162	14981	10371
ENSG00000198085	27	53	59	58
ENSG00000230530	64	72	96	105
ENSG00000112536	24	46	26	50
ENSG00000232802	1396	1274	2387	1552
ENSG00000160298	1	3	2	3
ENSG00000159658	29	28	13	22
ENSG00000120074	55	83	58	80
ENSG00000142646	204	333	271	133
ENSG00000106585	226	226	325	495
ENSG00000199017	1190	1000	965	1119
ENSG00000112148	116	150	102	96
ENSG00000208039	49	36	35	55
ENSG00000245380	81	112	137	126
ENSG00000138403	31	44	11	19
ENSG00000100795	38	41	25	51
ENSG00000128896	26	32	32	47
ENSG00000116067	163	182	180	223
ENSG00000105273	523	693	1059	1390
ENSG00000100057	25	11	19	15
ENSG00000117808	82	62	41	26
ENSG00000221695	214	227	78	168
ENSG00000152700	345	230	148	261
ENSG00000151616	104	55	51	160
ENSG00000218014	520	310	398	769
ENSG00000114792	132	134	108	75
ENSG00000114096	1	9	4	8
ENSG00000142469	1085	1852	2856	1242
ENSG00000222274	40	16	17	9
ENSG00000155705	4028	3222	4361	2224
ENSG00000225836	224	163	372	199
ENSG00000135801	238	233	182	380
ENSG00000162897	11	3	6	8
ENSG00000128411	396	236	185	228
ENSG00000213586	84	126	90	70
ENSG00000108094	23	42	20	27
ENSG00000186385	581	289	355	288
ENSG00000204874	371	842	1143	368
ENSG00000247440	2176	1301	1619	1228
ENSG00000178543	12	11	15	15
ENSG00000162855	20	33	34	33
ENSG00000218854	1655	1918	4048	1756
ENSG00000193687	234	529	503	442
ENSG00000134769	800	1082	509	716
ENSG00000142648	20	60	42	58
ENSG00000206519	244	258	408	392
ENSG00000212716	993	653	791	869
ENSG00000120403	16	26	8	21
ENSG00000136954	43	44	47	41
ENSG00000115753	250	288	196	347
ENSG00000142957	1901	2333	2698	2522
ENSG00000141769	58	57	43	81
ENSG00000203182	364	569	666	432
ENSG00000197004	13	30	27	20
ENSG00000220037	5	2	19	16
ENSG00000232814	721	471	708	618
ENSG00000180160	32	19	17	29
ENSG00000210254	230	243	190	245
ENSG00000119654	36	47	57	44
ENSG00000110610	170	586	342	435
ENSG00000177134	14	19	7	12
ENSG00000117162	6	12	4	8
ENSG00000198935	20	5	5	5
ENSG00000191452	172	148	33	60
ENSG00000134748	2222	1501	1991	1642
ENSG00000113847	1848	793	631	652
ENSG00000188974	349	142	404	196
ENSG00000246472	220	127	169	118
ENSG00000248781	2564	3056	3350	1940
ENSG00000170907	141	85	129	136
ENSG00000176008	936	2087	1314	979
ENSG00000200779	2658	2598	2989	2961
ENSG00000169842	645	672	831	427
ENSG00000146244	659	158	448	658
ENSG00000197600	305	127	255	301
ENSG00000221627	92	111	73	116
ENSG00000241448	195	293	291	266
ENSG00000114138	26	12	12	26
ENSG00000146900	31	18	27	24
ENSG00000116095	4498	4318	2877	3720
ENSG00000212369	163	92	81	140
ENSG00000125374	7	6	6	9
ENSG00000216559	2485	3413	2839	2311
ENSG00000215322	3134	2223	1742	2159
ENSG00000149627	459	284	312	200
ENSG00000229033	12	17	12	10
ENSG00000147632	6454	5466	7353	4656
ENSG00000144998	850	1113	1301	1018
ENSG00000111897	1726	1922	1048	1327
ENSG00000109368	89	109	91	69
ENSG00000170179	914	379	273	252
ENSG00000142522	128	24	82	94
ENSG00000188698	85	48	140	114
ENSG00000192540	15	12	10	19
ENSG00000225841	15	32	14	43
ENSG00000206665	78	80	64	105
ENSG00000223149	135	146	204	216
ENSG00000185378	873	1082	670	867
ENSG00000215562	220	363	400	222
ENSG00000223656	5	2	3	5
ENSG00000180481	1011	1187	1480	1261
ENSG00000171529	8	9	9	3
ENSG00000185302	369	185	263	259
ENSG00000215406	368	84	168	129
ENSG00000203557	144	103	120	156
ENSG00000236608	96	30	49	84
ENSG00000138848	10	10	13	18
ENSG00000200615	3995	2633	5749	3257
ENSG00000142130	1	0	1	3
ENSG00000189075	25	37	38	15
ENSG00000147482	2377	1659	1278	1861
ENSG00000215957	118	138	149	74
ENSG00000228362	137	199	181	115
ENSG00000244257	65	20	30	31
ENSG00000107988	31	22	14	16
ENSG00000179780	627	339	578	486
ENSG00000159238	157	106	114	102
ENSG00000231970	365	173	384	290
ENSG00000145030	736	390	774	436
ENSG00000132059	8	5	8	9
ENSG00000182876	11	25	19	16
ENSG00000246944	36	27	24	30
ENSG00000219793	214	173	264	221
ENSG00000120555	677	641	724	442
ENSG00000148645	18	22	13	25
ENSG00000118667	80	127	66	143
ENSG00000107572	170	126	143	90
ENSG00000160399	37	69	150	44
ENSG00000151317	2164	2068	2690	3235
ENSG00000218473	21	41	25	43
ENSG00000241368	151	178	187	209
ENSG00000179235	5	1	2	1
ENSG00000120230	151	60	165	115
ENSG00000126784	318	146	103	172
ENSG00000112154	713	580	457	397
ENSG00000188302	75	60	38	37
ENSG00000131647	98	49	56	74
ENSG00000227269	13	8	7	5
ENSG00000164013	107	21	42	68
ENSG00000104261	26479	19639	11210	19429
ENSG00000119663	4	3	2	4
ENSG00000115395	2	6	1	4
ENSG00000179906	175	169	204	331
ENSG00000214993	26	10	31	18
ENSG00000166195	4059	1602	1153	1089
ENSG00000212946	5	8	14	3
ENSG00000110285	4029	3901	3492	4748
ENSG00000137037	41	91	46	52
ENSG00000229103	4	6	10	4
ENSG00000189933	2	0	0	2
ENSG00000149180	23	24	12	28
ENSG00000233591	43	16	94	69
ENSG00000169932	349	440	436	253
ENSG00000201518	15	7	10	17
ENSG00000154630	36481	107724	47905	34285
ENSG00000136013	519	845	994	969
ENSG00000194908	227	120	100	141
ENSG00000116588	31	57	35	42
ENSG00000111973	20655	27840	40618	46283
ENSG00000208474	20	21	33	38
ENSG00000137862	787	506	464	697
ENSG00000122518	3402	2207	1127	2534
ENSG00000109500	23	28	52	17
ENSG00000182405	590	386	353	344
ENSG00000190761	37	52	48	30
ENSG00000208561	2036	2475	2225	3040
ENSG00000152489	2461	2473	2371	2238
ENSG00000105898	486	367	203	466
ENSG00000137524	253	293	280	158
ENSG00000134382	12	9	9	4
ENSG00000228369	16506	11207	21535	16088
ENSG00000183925	4865	2129	3783	3173
ENSG00000148264	408	634	675	416
ENSG00000210712	5168	1585	2692	2607
ENSG00000112052	95	48	154	111
ENSG00000175317	23	16	14	15
ENSG00000122838	772	780	728	1002
ENSG00000136564	13	32	19	29
ENSG00000188340	42	47	45	55
ENSG00000152758	898	717	646	604
ENSG00000157401	10	5	5	5
ENSG00000121599	78	227	137	97
ENSG00000149123	70	56	140	107
ENSG00000197414	13	13	18	16
ENSG00000230550	18	18	7	10
ENSG00000133868	80	110	71	137
ENSG00000144647	205	106	98	88
ENSG00000134210	244	303	152	145
ENSG00000225566	5	8	12	12
ENSG00000189475	186	108	289	158
ENSG00000129129	14	11	13	13
ENSG00000222908	73	17	49	13
ENSG00000116611	1120	735	1432	1237
